effort_id,vessel_nationality_code,fishing_purpose_code,gear_type_code,target_species_code,asd_code,season_ccamlr,year,month,vessel_size_category_code,vessel_count,fishing_days,trawl_duration_hours,haul_count,hook_count,pot_count
566,POL,C,OTB,MZZ,483,1980,1980,6,10,,19,215,,,
570,POL,C,OTB,ANI,483,1980,1980,7,10,,93,1528,,,
568,POL,C,OTB,ANI,482,1980,1980,8,10,,3,28,,,
571,POL,C,OTB,ANI,483,1980,1980,8,10,,107,1817,,,
572,POL,C,OTB,ANI,483,1980,1980,9,10,,100,1774,,,
1759,SUN,S,OTB,NOS,5844a,1980,1980,9,10,3,82,240,,,
1819,SUN,S,OTB,NOS,5844b,1980,1980,9,10,3,42,120,,,
206,DDR,C,OTB,MZZ,483,1980,1980,10,,,27,,,,
212,DDR,C,OTB,MZZ,483,1980,1980,10,8,,48,,,,
573,POL,C,OTB,ANI,483,1980,1980,10,10,,83,1415,,,
207,DDR,C,OTB,MZZ,483,1980,1980,11,,,27,,,,
213,DDR,C,OTB,MZZ,483,1980,1980,11,8,,56,,,,
358,JPN,C,OTM,KRI,481,1980,1980,11,10,1,2,6,12,,
367,JPN,C,OTM,KRI,5841,1980,1980,11,,1,3,14,25,,
363,JPN,C,OTM,KRI,882,1980,1980,11,10,1,1,100,,,
364,JPN,C,OTM,KRI,883,1980,1980,11,10,1,3,3,11,,
574,POL,C,OTB,ANI,483,1980,1980,11,10,,127,1921,,,
1760,SUN,S,OTB,NOS,5844a,1980,1980,11,10,4,40,188,,,
1820,SUN,S,OTB,NOS,5844b,1980,1980,11,10,4,80,375,,,
208,DDR,C,OTB,MZZ,483,1981,1980,12,,,56,,,,
214,DDR,C,OTB,MZZ,483,1981,1980,12,8,,50,,,,
359,JPN,C,OTM,KRI,481,1981,1980,12,10,1,30,81,299,,
368,JPN,C,OTM,KRI,5841,1981,1980,12,,9,75,434,458,,
575,POL,C,OTB,ANI,483,1981,1980,12,10,,155,1956,,,
1821,SUN,S,OTB,NOS,5844b,1981,1980,12,10,3,48,239,,,
683,SUN,C,OT,KRI,481,,1981,,,,,,,,
684,SUN,C,OT,KRI,482,,1981,,,,,,,,
686,SUN,C,OT,KRI,486,,1981,,,,,,,,
687,SUN,C,OT,KRI,584,,1981,,,,,,,,
685,SUN,C,OT,MZZ,483,,1981,,,,,,,,
688,SUN,C,OT,MZZ,585,,1981,,,,,,,,
689,SUN,C,OT,MZZ,88,,1981,,,,,,,,
209,DDR,C,OTB,MZZ,483,1981,1981,1,,,22,,,,
215,DDR,C,OTB,MZZ,483,1981,1981,1,8,,144,,,,
1109,JPN,C,OTB,MZZ,481,1981,1981,1,10,1,2,3.3,,,
360,JPN,C,OTM,KRI,481,1981,1981,1,10,1,21,98,173,,
369,JPN,C,OTM,KRI,5841,1981,1981,1,,11,302,2453,1607,,
372,JPN,C,OTM,KRI,5842,1981,1981,1,10,2,13,139,91,,
365,JPN,C,OTM,KRI,883,1981,1981,1,10,1,5,30,55,,
576,POL,C,OTB,ANI,483,1981,1981,1,10,,139,1854,,,
210,DDR,C,OTB,MZZ,483,1981,1981,2,,,3,,,,
216,DDR,C,OTB,MZZ,483,1981,1981,2,8,,147,,,,
361,JPN,C,OTM,KRI,481,1981,1981,2,10,1,14,39,107,,
370,JPN,C,OTM,KRI,5841,1981,1981,2,,9,194,1894,1085,,
373,JPN,C,OTM,KRI,5842,1981,1981,2,10,2,55,727,387,,
362,JPN,C,OTM,KRI,881,1981,1981,2,10,1,12,126,88,,
366,JPN,C,OTM,KRI,883,1981,1981,2,10,1,6,13,36,,
569,POL,C,OTB,ANI,482,1981,1981,2,10,,29,332,,,
577,POL,C,OTB,ANI,483,1981,1981,2,10,,115,1877,,,
211,DDR,C,OTB,MZZ,483,1981,1981,3,,,2,,,,
217,DDR,C,OTB,MZZ,483,1981,1981,3,8,,159,,,,
371,JPN,C,OTM,KRI,5841,1981,1981,3,,1,16,100,100,,
374,JPN,C,OTM,KRI,5842,1981,1981,3,10,2,10,124,65,,
578,POL,C,OTB,ANI,483,1981,1981,3,10,,58,884,,,
249,FRA,C,OTB,MZZ,585,1981,1981,4,9,1,26,,,,
579,POL,C,OTB,ANI,483,1981,1981,4,10,,41,666,,,
1761,SUN,S,OTB,NOS,5844a,1981,1981,4,10,1,5,26,,,
1822,SUN,S,OTB,NOS,5844b,1981,1981,4,10,1,20,253,,,
250,FRA,C,OTB,MZZ,585,1981,1981,5,9,3,42,,,,
1762,SUN,S,OTB,NOS,5844a,1981,1981,5,10,2,2,15,,,
1823,SUN,S,OTB,NOS,5844b,1981,1981,5,10,2,3,13,,,
251,FRA,C,OTB,MZZ,585,1981,1981,6,9,1,30,,,,
1824,SUN,S,OTB,NOS,5844b,1981,1981,6,10,1,12,81,,,
252,FRA,C,OTB,MZZ,585,1981,1981,7,9,3,68,,,,
253,FRA,C,OTB,MZZ,585,1981,1981,8,9,2,7,,,,
1763,SUN,S,OTB,NOS,5844a,1981,1981,8,10,1,4,31,,,
1825,SUN,S,OTB,NOS,5844b,1981,1981,8,10,1,10,133,,,
1764,SUN,S,OTB,NOS,5844a,1981,1981,9,10,2,4,27,,,
1826,SUN,S,OTB,NOS,5844b,1981,1981,9,10,2,42,388,,,
1827,SUN,S,OTB,NOS,5844b,1981,1981,10,10,3,62,656,,,
375,JPN,C,OTM,KRI,481,1981,1981,11,10,1,24,57,168,,
376,JPN,C,OTM,KRI,481,1982,1981,12,10,1,30,65,251,,
385,JPN,C,OTM,KRI,5841,1982,1981,12,,8,96,439,633,,
389,JPN,C,OTM,KRI,5842,1982,1981,12,,1,9,33,68,,
494,KOR,C,OTM,KRI,584,1982,1981,12,10,1,2,21.9,,,
580,POL,C,OTB,ANI,483,1982,1981,12,10,,128,1932,,,
690,SUN,C,OT,KRI,481,,1982,,,,,,,,
691,SUN,C,OT,KRI,482,,1982,,,,,,,,
693,SUN,C,OT,KRI,584,,1982,,,,,,,,
695,SUN,C,OT,KRI,88,,1982,,,,,,,,
692,SUN,C,OT,MZZ,483,,1982,,,,,,,,
694,SUN,C,OT,MZZ,585,,1982,,,,,,,,
377,JPN,C,OTM,KRI,481,1982,1982,1,10,1,14,93,94,,
380,JPN,C,OTM,KRI,482,1982,1982,1,10,1,6,23,31,,
386,JPN,C,OTM,KRI,5841,1982,1982,1,,11,265,2016,1463,,
390,JPN,C,OTM,KRI,5842,1982,1982,1,,2,43,282,322,,
382,JPN,C,OTM,KRI,881,1982,1982,1,10,1,2,28,19,,
1110,JPN,S,OTB,MZZ,481,1982,1982,1,10,1,10,18,,,
495,KOR,C,OTM,KRI,584,1982,1982,1,10,1,31,347.2,,,
581,POL,C,OTB,ANI,483,1982,1982,1,10,,180,2854,,,
1407,SUN,S,OTM,ANS,5842,1982,1982,1,10,1,7,39.4,19,,
254,FRA,C,OTB,MZZ,585,1982,1982,2,9,1,6,,,,
378,JPN,C,OTM,KRI,481,1982,1982,2,10,1,24,103,191,,
387,JPN,C,OTM,KRI,5841,1982,1982,2,,10,206,1812,1068,,
391,JPN,C,OTM,KRI,5842,1982,1982,2,,2,35,183,184,,
383,JPN,C,OTM,KRI,881,1982,1982,2,10,1,26,279,174,,
496,KOR,C,OTM,KRI,584,1982,1982,2,10,1,3,31.4,,,
582,POL,C,OTB,ANI,483,1982,1982,2,10,,148,2415,,,
255,FRA,C,OTB,MZZ,585,1982,1982,3,9,2,42,,,,
379,JPN,C,OTM,KRI,481,1982,1982,3,10,1,6,6,15,,
381,JPN,C,OTM,KRI,482,1982,1982,3,10,1,6,14,37,,
388,JPN,C,OTM,KRI,5841,1982,1982,3,,4,50,333,232,,
392,JPN,C,OTM,KRI,5842,1982,1982,3,,1,18,105,105,,
384,JPN,C,OTM,KRI,881,1982,1982,3,10,1,9,91,59,,
1419,POL,C,OTB,ANI,483,1982,1982,3,10,,4,2300,,,
256,FRA,C,OTB,MZZ,585,1982,1982,4,9,1,14,,,,
257,FRA,C,OTB,MZZ,585,1982,1982,5,9,1,4,,,,
1765,SUN,S,OTB,NOS,5844a,1982,1982,5,10,1,8,47,,,
1828,SUN,S,OTB,NOS,5844b,1982,1982,5,10,1,8,47,,,
258,FRA,C,OTB,MZZ,585,1982,1982,6,9,2,59,,,,
1766,SUN,S,OTB,NOS,5844a,1982,1982,6,10,1,8,42,,,
1829,SUN,S,OTB,NOS,5844b,1982,1982,6,10,1,8,43,,,
259,FRA,C,OTB,MZZ,585,1982,1982,7,9,1,23,,,,
748,SUN,C,OTB,MZZ,585,1982,1982,7,7,,127,960,,,
740,SUN,S,OT,MZZ,584,1982,1982,7,,,,,,,
1767,SUN,S,OTB,NOS,5844a,1982,1982,7,10,1,4,21,,,
1830,SUN,S,OTB,NOS,5844b,1982,1982,7,10,1,4,22,,,
755,SUN,C,OTM,MZZ,585,1982,1982,8,7,,54,482,,,
741,SUN,S,OT,MZZ,584,1982,1982,8,,,,,,,
1768,SUN,S,OTB,NOS,5844a,1982,1982,8,10,1,10,30,,,
1831,SUN,S,OTB,NOS,5844b,1982,1982,8,10,1,10,30,,,
749,SUN,C,OTB,MZZ,585,1982,1982,9,7,,10,91,,,
393,JPN,C,OTM,KRI,481,1982,1982,10,10,1,6,4,20,,
395,JPN,C,OTM,KRI,482,1982,1982,10,10,1,4,1,12,,
400,JPN,S,OTM,KRI,483,1982,1982,10,10,1,1,30,1,,
719,SUN,C,OTB,ANI,483,1982,1982,10,7,,10,99,,,
750,SUN,C,OTB,MZZ,585,1982,1982,10,7,,30,316,,,
394,JPN,C,OTM,KRI,481,1982,1982,11,10,1,6,4,27,,
396,JPN,C,OTM,KRI,482,1982,1982,11,10,1,21,26,160,,
405,JPN,C,OTM,KRI,5841,1982,1982,11,,1,11,15,81,,
713,SUN,C,OT,MZZ,483,1982,1982,11,,,,,,,
751,SUN,C,OTB,MZZ,585,1982,1982,11,7,,128,1275,,,
726,SUN,C,OTM,MZZ,483,1982,1982,11,7,,92,877,,,
161,CHL,C,OTM,KRI,481,1983,1982,12,10,,9,72,,,
162,CHL,C,OTM,KRI,482,1983,1982,12,10,,2,28,,,
397,JPN,C,OTM,KRI,482,1983,1982,12,10,1,29,110,281,,
406,JPN,C,OTM,KRI,5841,1983,1982,12,,6,83,453,1039,,
410,JPN,C,OTM,KRI,5842,1983,1982,12,10,1,3,18,13,,
497,KOR,C,OTM,KRI,584,1983,1982,12,10,1,14,120.8,,,
752,SUN,C,OTB,MZZ,585,1983,1982,12,7,,189,1894,,,
742,SUN,C,OTM,KRI,584,1983,1982,12,7,,6,48,,,
706,SUN,C,OTM,MZZ,482,1983,1982,12,7,,24,275,,,
727,SUN,C,OTM,MZZ,483,1983,1982,12,7,,467,4946,,,
163,CHL,C,OTM,KRI,482,1983,1983,1,10,,29,424,,,
398,JPN,C,OTM,KRI,482,1983,1983,1,10,1,30,265,352,,
407,JPN,C,OTM,KRI,5841,1983,1983,1,,7,205,1843,1869,,
411,JPN,C,OTM,KRI,5842,1983,1983,1,10,1,30,288,221,,
402,JPN,C,OTM,KRI,881,1983,1983,1,10,1,1,1,2,,
498,KOR,C,OTM,KRI,584,1983,1983,1,10,1,30,130.5,,,
720,SUN,C,OTB,ANI,483,1983,1983,1,7,,158,1990,,,
753,SUN,C,OTB,MZZ,585,1983,1983,1,7,,188,1868,,,
702,SUN,C,OTM,KRI,482,1983,1983,1,6,,228,3508,,,
738,SUN,C,OTM,KRI,486,1983,1983,1,7,,20,126,,,
743,SUN,C,OTM,KRI,584,1983,1983,1,7,,238,2541,,,
756,SUN,C,OTM,KRI,88,1983,1983,1,7,,56,448,,,
696,SUN,C,OTM,MZZ,481,1983,1983,1,7,,2,16,,,
707,SUN,C,OTM,MZZ,482,1983,1983,1,7,,232,2549,,,
728,SUN,C,OTM,MZZ,483,1983,1983,1,7,,472,6346,,,
1408,SUN,S,OTM,ANS,5842,1983,1983,1,10,1,9,36.4,20,,
164,CHL,C,OTM,KRI,482,1983,1983,2,10,,17,243,,,
399,JPN,C,OTM,KRI,482,1983,1983,2,10,1,12,60,126,,
408,JPN,C,OTM,KRI,5841,1983,1983,2,,7,169,1549,1225,,
412,JPN,C,OTM,KRI,5842,1983,1983,2,10,1,22,248,163,,
403,JPN,C,OTM,KRI,881,1983,1983,2,10,2,16,64,112,,
401,JPN,S,OTM,KRI,484,1983,1983,2,10,1,1,0.5,2,,
499,KOR,C,OTM,KRI,584,1983,1983,2,10,1,12,121.7,,,
714,SUN,C,OT,MZZ,483,1983,1983,2,,,,,,,
700,SUN,C,OTB,ANI,482,1983,1983,2,7,,28,108,,,
721,SUN,C,OTB,ANI,483,1983,1983,2,7,,23,199,,,
754,SUN,C,OTB,MZZ,585,1983,1983,2,7,,90,927,,,
703,SUN,C,OTM,KRI,482,1983,1983,2,6,,413,6294,,,
739,SUN,C,OTM,KRI,486,1983,1983,2,7,,12,127,,,
744,SUN,C,OTM,KRI,584,1983,1983,2,7,,258,2556,,,
697,SUN,C,OTM,MZZ,481,1983,1983,2,7,,62,698,,,
708,SUN,C,OTM,MZZ,482,1983,1983,2,7,,263,2239,,,
729,SUN,C,OTM,MZZ,483,1983,1983,2,7,,209,2149,,,
734,SUN,S,OT,KRI,486,1983,1983,2,,,,,,,
698,SUN,S,OT,MZZ,482,1983,1983,2,,,,,,,
1769,SUN,S,OTB,NOS,5844a,1983,1983,2,10,1,22,110,,,
1409,SUN,S,OTM,ANS,5842,1983,1983,2,10,2,40,193.4,82,,
260,FRA,C,OTB,MZZ,585,1983,1983,3,9,1,16,,,,
409,JPN,C,OTM,KRI,5841,1983,1983,3,,5,67,643,484,,
413,JPN,C,OTM,KRI,5842,1983,1983,3,10,1,16,144,107,,
404,JPN,C,OTM,KRI,881,1983,1983,3,10,2,48,447,432,,
715,SUN,C,OT,MZZ,483,1983,1983,3,,,,,,,
722,SUN,C,OTB,ANI,483,1983,1983,3,7,,114,865,,,
704,SUN,C,OTM,KRI,482,1983,1983,3,6,,427,4736,,,
745,SUN,C,OTM,KRI,584,1983,1983,3,7,,364,3464,,,
709,SUN,C,OTM,MZZ,482,1983,1983,3,7,,316,2563,,,
730,SUN,C,OTM,MZZ,483,1983,1983,3,7,,306,3385,,,
2006,SUN,S,OTM,ANS,5841,1983,1983,3,10,1,6,28.2,18,,
1410,SUN,S,OTM,ANS,5842,1983,1983,3,10,1,9,31.4,14,,
261,FRA,C,OTB,MZZ,585,1983,1983,4,9,1,21,,,,
585,POL,C,OTM,ANI,483,1983,1983,4,10,,2,24,,,
583,POL,C,OTM,KRI,482,1983,1983,4,10,,7,66,,,
716,SUN,C,OT,MZZ,483,1983,1983,4,,,,,,,
701,SUN,C,OTB,ANI,482,1983,1983,4,7,,31,116,,,
723,SUN,C,OTB,ANI,483,1983,1983,4,7,,151,1573,,,
705,SUN,C,OTM,KRI,482,1983,1983,4,6,,157,1609,,,
746,SUN,C,OTM,KRI,584,1983,1983,4,7,,98,370,,,
757,SUN,C,OTM,KRI,88,1983,1983,4,7,,185,1451,,,
710,SUN,C,OTM,MZZ,482,1983,1983,4,7,,271,2237,,,
731,SUN,C,OTM,MZZ,483,1983,1983,4,7,,166,1944,,,
735,SUN,S,OT,KRI,486,1983,1983,4,,,,,,,
1832,SUN,S,OTB,NOS,5844b,1983,1983,4,10,1,28,95,,,
262,FRA,C,OTB,MZZ,585,1983,1983,5,9,1,3,,,,
264,FRA,C,OTB,NOX,586,1983,1983,5,9,1,5,,,,
584,POL,C,OTM,KRI,482,1983,1983,5,10,,10,110,,,
717,SUN,C,OT,MZZ,483,1983,1983,5,,,,,,,
724,SUN,C,OTB,ANI,483,1983,1983,5,7,,172,1915,,,
747,SUN,C,OTM,KRI,584,1983,1983,5,7,,4,3500,,,
711,SUN,C,OTM,MZZ,482,1983,1983,5,7,,202,2103,,,
732,SUN,C,OTM,MZZ,483,1983,1983,5,7,,203,2051,,,
736,SUN,S,OT,KRI,486,1983,1983,5,,,,,,,
699,SUN,S,OT,MZZ,482,1983,1983,5,,,,,,,
1770,SUN,S,OTB,NOS,5844a,1983,1983,5,10,1,21,44,,,
1833,SUN,S,OTB,NOS,5844b,1983,1983,5,10,1,22,130,,,
263,FRA,C,OTB,MZZ,585,1983,1983,6,9,1,27,,,,
718,SUN,C,OT,MZZ,483,1983,1983,6,,,,,,,
725,SUN,C,OTB,ANI,483,1983,1983,6,7,,3,35,,,
712,SUN,C,OTM,MZZ,482,1983,1983,6,7,,121,1171,,,
733,SUN,C,OTM,MZZ,483,1983,1983,6,7,,239,2747,,,
737,SUN,S,OT,KRI,486,1983,1983,6,,,,,,,
770,SUN,C,OTB,MZZ,483,1983,1983,7,7,,8,121,,,
778,SUN,C,OTM,MZZ,483,1983,1983,7,7,,105,1533,,,
767,SUN,S,OT,KRI,483,1983,1983,7,,,,,,,
779,SUN,C,OTM,MZZ,483,1983,1983,8,7,,81,1122,,,
1834,SUN,S,OTB,NOS,5844b,1983,1983,8,10,1,8,70,,,
768,SUN,S,OT,KRI,483,1983,1983,9,,,,,,,
1835,SUN,S,OTB,NOS,5844b,1983,1983,9,10,1,21,44,,,
771,SUN,C,OTB,MZZ,483,1983,1983,10,7,,161,1185,,,
799,SUN,C,OTB,MZZ,585,1983,1983,10,7,,57,494,,,
780,SUN,C,OTM,MZZ,483,1983,1983,10,7,,306,2876,,,
1836,SUN,S,OTB,NOS,5844b,1983,1983,10,10,1,71,55,,,
414,JPN,C,OTM,KRI,481,1983,1983,11,10,3,39,192,379,,
422,JPN,C,OTM,KRI,883,1983,1983,11,10,1,3,6,12,,
1116,JPN,S,OTB,MZZ,483,1983,1983,11,10,1,4,18,,,
586,POL,C,OT,ANI,483,1983,1983,11,10,,135,1770,,,
772,SUN,C,OTB,MZZ,483,1983,1983,11,7,,189,1749,,,
800,SUN,C,OTB,MZZ,585,1983,1983,11,7,,120,1405,,,
759,SUN,C,OTM,MZZ,482,1983,1983,11,7,,110,979,,,
781,SUN,C,OTM,MZZ,483,1983,1983,11,7,,438,4912,,,
1771,SUN,S,OTB,NOS,5844a,1983,1983,11,10,2,6,24,,,
1837,SUN,S,OTB,NOS,5844b,1983,1983,11,10,2,11,48,,,
415,JPN,C,OTM,KRI,481,1984,1983,12,10,6,106,368,1033,,
419,JPN,C,OTM,KRI,482,1984,1983,12,10,1,3,8,20,,
424,JPN,C,OTM,KRI,5841,1984,1983,12,,1,2,22,15,,
1117,JPN,S,OTB,MZZ,483,1984,1983,12,10,1,1,11,,,
501,KOR,C,OTM,KRI,584,1984,1983,12,10,1,4,19,,,
587,POL,C,OT,ANI,483,1984,1983,12,10,,319,3720,,,
758,SUN,C,OTB,ANI,482,1984,1983,12,7,,66,564,,,
773,SUN,C,OTB,MZZ,483,1984,1983,12,7,,144,1586,,,
801,SUN,C,OTB,MZZ,585,1984,1983,12,7,,193,2399,,,
793,SUN,C,OTM,KRI,584,1984,1983,12,7,,7,32,,,
760,SUN,C,OTM,MZZ,482,1984,1983,12,7,,118,968,,,
782,SUN,C,OTM,MZZ,483,1984,1983,12,7,,589,7023,,,
1772,SUN,S,OTB,NOS,5844a,1984,1983,12,10,2,13,134,,,
1838,SUN,S,OTB,NOS,5844b,1984,1983,12,10,2,2,26,,,
165,CHL,C,OTM,KRI,481,1984,1984,1,10,,28,,,,
416,JPN,C,OTM,KRI,481,1984,1984,1,10,8,205,1041,2015,,
425,JPN,C,OTM,KRI,5841,1984,1984,1,,2,48,485,374,,
423,JPN,C,OTM,KRI,883,1984,1984,1,10,2,14,124,77,,
502,KOR,C,OTM,KRI,584,1984,1984,1,10,1,28,357,,,
588,POL,C,OT,ANI,483,1984,1984,1,10,,4,48,,,
774,SUN,C,OTB,MZZ,483,1984,1984,1,7,,5,49,,,
802,SUN,C,OTB,MZZ,585,1984,1984,1,7,,183,1977,,,
794,SUN,C,OTM,KRI,584,1984,1984,1,7,,37,384,,,
761,SUN,C,OTM,MZZ,482,1984,1984,1,7,,160,1897,,,
783,SUN,C,OTM,MZZ,483,1984,1984,1,7,,231,3071,,,
1839,SUN,S,OTB,NOS,5844b,1984,1984,1,10,3,40,341,,,
166,CHL,C,OTM,KRI,481,1984,1984,2,10,,6,,,,
417,JPN,C,OTM,KRI,481,1984,1984,2,10,8,71,329,579,,
420,JPN,C,OTM,KRI,482,1984,1984,2,10,8,132,715,1085,,
426,JPN,C,OTM,KRI,5841,1984,1984,2,,2,52,437,343,,
421,JPN,C,OTM,KRI,881,1984,1984,2,11,1,5,28,20,,
503,KOR,C,OTM,KRI,584,1984,1984,2,10,1,12,164,,,
803,SUN,C,OTB,MZZ,585,1984,1984,2,7,,79,590,,,
795,SUN,C,OTM,KRI,584,1984,1984,2,7,,153,1441,,,
762,SUN,C,OTM,MZZ,482,1984,1984,2,7,,313,3121,,,
784,SUN,C,OTM,MZZ,483,1984,1984,2,7,,106,1058,,,
805,SUN,C,OTM,MZZ,88,1984,1984,2,7,,27,162,,,
2007,SUN,S,OTM,ANS,5841,1984,1984,2,10,1,8,45,18,,
2009,SUN,S,OTM,ANS,5842,1984,1984,2,10,2,34,135,72,,
265,FRA,C,OTB,ANI,585,1984,1984,3,4,1,11,,,,
418,JPN,C,OTM,KRI,481,1984,1984,3,10,6,93,473,837,,
427,JPN,C,OTM,KRI,5841,1984,1984,3,,2,41,336,312,,
775,SUN,C,OTB,MZZ,483,1984,1984,3,7,,17,163,,,
804,SUN,C,OTB,MZZ,585,1984,1984,3,7,,31,281,,,
796,SUN,C,OTM,KRI,584,1984,1984,3,7,,99,853,,,
763,SUN,C,OTM,MZZ,482,1984,1984,3,7,,97,639,,,
785,SUN,C,OTM,MZZ,483,1984,1984,3,7,,14,169,,,
2008,SUN,S,OTM,ANS,5841,1984,1984,3,10,2,20,83,34,,
2010,SUN,S,OTM,ANS,5842,1984,1984,3,10,1,10,32.9,24,,
266,FRA,C,OTB,ANI,585,1984,1984,4,4,1,30,,,,
776,SUN,C,OTB,MZZ,483,1984,1984,4,7,,14,180,,,
797,SUN,C,OTM,KRI,584,1984,1984,4,7,,83,363,,,
764,SUN,C,OTM,MZZ,482,1984,1984,4,7,,196,1914,,,
786,SUN,C,OTM,MZZ,483,1984,1984,4,7,,50,597,,,
806,SUN,C,OTM,MZZ,88,1984,1984,4,7,,5,39,,,
1840,SUN,S,OTB,NOS,5844b,1984,1984,4,10,2,5,62,,,
267,FRA,C,OTB,ANI,585,1984,1984,5,4,1,3,,,,
798,SUN,C,OTM,KRI,584,1984,1984,5,7,,10,60,,,
765,SUN,C,OTM,MZZ,482,1984,1984,5,7,,167,1454,,,
787,SUN,C,OTM,MZZ,483,1984,1984,5,7,,7,85,,,
769,SUN,S,OT,KRI,483,1984,1984,5,,,,,,,
1773,SUN,S,OTB,NOS,5844a,1984,1984,5,10,1,7,40,,,
1841,SUN,S,OTB,NOS,5844b,1984,1984,5,10,1,3,40,,,
777,SUN,C,OTB,MZZ,483,1984,1984,6,7,,20,134,,,
766,SUN,C,OTM,MZZ,482,1984,1984,6,7,,65,496,,,
788,SUN,C,OTM,MZZ,483,1984,1984,6,7,,9,123,,,
218,DDR,C,OTB,MZZ,483,1984,1984,7,,,44,,,,
819,SUN,C,OTB,MZZ,483,1984,1984,7,7,,17,120,,,
822,SUN,C,OTM,MZZ,483,1984,1984,7,7,,173,2191,,,
849,SUN,C,OTM,MZZ,585,1984,1984,7,7,,29,185,,,
823,SUN,C,OTM,MZZ,483,1984,1984,8,7,,130,1764,,,
850,SUN,C,OTM,MZZ,585,1984,1984,8,7,,71,324,,,
820,SUN,C,OTB,MZZ,483,1984,1984,9,7,,35,262,,,
841,SUN,C,OTB,MZZ,585,1984,1984,9,7,,28,186,,,
824,SUN,C,OTM,MZZ,483,1984,1984,9,7,,196,2379,,,
851,SUN,C,OTM,MZZ,585,1984,1984,9,7,,107,522,,,
589,POL,C,OTB,MZZ,483,1984,1984,10,10,,100,1189,,,
821,SUN,C,OTB,MZZ,483,1984,1984,10,7,,32,226,,,
842,SUN,C,OTB,MZZ,585,1984,1984,10,7,,102,647,,,
825,SUN,C,OTM,MZZ,483,1984,1984,10,7,,133,1539,,,
590,POL,C,OTB,MZZ,483,1984,1984,11,10,,322,3571,,,
843,SUN,C,OTB,MZZ,585,1984,1984,11,7,,106,717,,,
811,SUN,C,OTM,KRI,482,1984,1984,11,7,,21,218,,,
826,SUN,C,OTM,MZZ,483,1984,1984,11,7,,36,557,,,
428,JPN,C,OTM,KRI,481,1985,1984,12,10,2,7,36,31,,
431,JPN,C,OTM,KRI,482,1985,1984,12,10,2,8,76,66,,
441,JPN,C,OTM,KRI,5841,1985,1984,12,10,1,21,40,196,,
439,JPN,C,OTM,KRI,883,1985,1984,12,10,2,4,7,13,,
591,POL,C,OTB,MZZ,483,1985,1984,12,10,,9,48,,,
810,SUN,C,OTB,MZZ,482,1985,1984,12,7,,13,152,,,
844,SUN,C,OTB,MZZ,585,1985,1984,12,7,,118,1049,,,
812,SUN,C,OTM,KRI,482,1985,1984,12,7,,210,3214,,,
827,SUN,C,OTM,MZZ,483,1985,1984,12,7,,29,292,,,
835,SUN,C,OTM,MZZ,584,1985,1984,12,7,,18,106,,,
1118,JPN,C,OTB,NOX,481,1985,1985,1,10,1,16,152,,,
429,JPN,C,OTM,KRI,481,1985,1985,1,10,5,66,532,600,,
432,JPN,C,OTM,KRI,482,1985,1985,1,10,4,69,640,561,,
442,JPN,C,OTM,KRI,5841,1985,1985,1,10,2,36,195,232,,
436,JPN,C,OTM,KRI,881,1985,1985,1,10,2,23,185,170,,
440,JPN,C,OTM,KRI,883,1985,1985,1,10,1,4,48,27,,
845,SUN,C,OTB,MZZ,585,1985,1985,1,7,,151,1253,,,
813,SUN,C,OTM,KRI,482,1985,1985,1,7,,451,4561,,,
828,SUN,C,OTM,MZZ,483,1985,1985,1,7,,111,840,,,
836,SUN,C,OTM,MZZ,584,1985,1985,1,7,,47,310,,,
807,SUN,S,OT,MZZ,482,1985,1985,1,,,,,,,
2011,SUN,S,OTB,MZZ,5842,1985,1985,1,10,2,10,41.5,32,,
1411,SUN,S,OTM,ANS,5842,1985,1985,1,10,2,51,200.8,124,,
2014,SUN,S,OTM,MZZ,5842,1985,1985,1,10,2,7,26.5,19,,
167,CHL,C,OTM,KRI,481,1985,1985,2,9,1,24,,,,
1119,JPN,C,OTB,NOX,481,1985,1985,2,10,1,3,10,,,
430,JPN,C,OTM,KRI,481,1985,1985,2,10,5,79,506,691,,
433,JPN,C,OTM,KRI,482,1985,1985,2,10,4,55,232,502,,
443,JPN,C,OTM,KRI,5841,1985,1985,2,10,1,17,124,108,,
437,JPN,C,OTM,KRI,881,1985,1985,2,10,2,39,377,264,,
846,SUN,C,OTB,MZZ,585,1985,1985,2,7,,84,516,,,
814,SUN,C,OTM,KRI,482,1985,1985,2,7,,203,1794,,,
829,SUN,C,OTM,MZZ,483,1985,1985,2,7,,75,789,,,
837,SUN,C,OTM,MZZ,584,1985,1985,2,7,,12,55,,,
808,SUN,S,OT,MZZ,482,1985,1985,2,,,,,,,
1412,SUN,S,OTM,ANS,5842,1985,1985,2,10,2,9,22.2,21,,
168,CHL,C,OTM,KRI,481,1985,1985,3,9,1,13,,,,
434,JPN,C,OTM,KRI,482,1985,1985,3,10,4,104,493,1083,,
444,JPN,C,OTM,KRI,5841,1985,1985,3,10,2,3,5,5,,
438,JPN,C,OTM,KRI,881,1985,1985,3,10,2,47,406,243,,
832,SUN,C,OTB,MZZ,584,1985,1985,3,7,,41,218,,,
847,SUN,C,OTB,MZZ,585,1985,1985,3,7,,132,891,,,
815,SUN,C,OTM,KRI,482,1985,1985,3,7,,197,1538,,,
838,SUN,C,OTM,MZZ,584,1985,1985,3,7,,19,155,,,
809,SUN,S,OT,MZZ,482,1985,1985,3,,,,,,,
