effort_id,vessel_nationality_code,fishing_purpose_code,gear_type_code,target_species_code,asd_code,season_ccamlr,year,month,vessel_size_category_code,taxon_code,greenweight_caught_tonne
2037,SUN,C,OTB,ANI,5851,1970,1969,12,,ANI,5
626,SUN,C,OTB,MZZ,483,,1970,,,NOR,399704
2038,SUN,C,OTB,ANI,5851,1971,1970,12,,ANI,18
627,SUN,C,OT,MZZ,483,,1971,,,ANI,10701
627,SUN,C,OT,MZZ,483,,1971,,,MZZ,1454
627,SUN,C,OT,MZZ,483,,1971,,,NOR,101558
628,SUN,C,OT,MZZ,58,,1971,,,MZZ,679
628,SUN,C,OT,MZZ,58,,1971,,,NOR,63636
628,SUN,C,OT,MZZ,58,,1971,,,NOS,24545
2039,SUN,C,OTB,ANI,5851,1971,1971,2,,ANI,34
2040,SUN,C,OTB,ANI,5851,1971,1971,3,,ANI,100
2041,SUN,C,OTB,ANI,5851,1971,1971,4,,ANI,90
2042,SUN,C,OTB,ANI,5851,1971,1971,5,,ANI,134
2043,SUN,C,OTB,ANI,5851,1971,1971,6,,ANI,4
2054,SUN,C,OTB,ANI,5851,1971,1971,7,,ANI,200
2053,SUN,C,OTB,ANI,5851,1971,1971,8,,ANI,591
2051,SUN,C,OTB,ANI,5851,1971,1971,9,,ANI,1221
2050,SUN,C,OTB,ANI,5851,1971,1971,10,,ANI,5811
2055,SUN,C,OTB,ANI,5851,1971,1971,11,,ANI,9755
2049,SUN,C,OTB,ANI,5851,1972,1971,12,,ANI,11929
629,SUN,C,OT,MZZ,483,,1972,,,ANI,551
629,SUN,C,OT,MZZ,483,,1972,,,MZZ,27
629,SUN,C,OT,MZZ,483,,1972,,,NOR,2738
629,SUN,C,OT,MZZ,483,,1972,,,NOS,35
630,SUN,C,OT,MZZ,58,,1972,,,MZZ,8195
630,SUN,C,OT,MZZ,58,,1972,,,NOR,104588
630,SUN,C,OT,MZZ,58,,1972,,,NOS,52912
2044,SUN,C,OTB,ANI,5851,1972,1972,1,,ANI,3350
2048,SUN,C,OTB,ANI,5851,1972,1972,2,,ANI,100
2052,SUN,C,OTB,ANI,5851,1972,1972,3,,ANI,84
2094,SUN,C,OTB,ANI,5851,1972,1972,3,,ANI,1990
2047,SUN,C,OTB,ANI,5851,1972,1972,4,,ANI,162
2046,SUN,C,OTB,ANI,5851,1972,1972,5,,ANI,144
2108,SUN,C,OTB,ANI,5852,1972,1972,5,,ANI,5860
2045,SUN,C,OTB,ANI,5851,1972,1972,6,,ANI,231
2059,SUN,C,OTB,ANI,5851,1972,1972,7,,ANI,30
2056,SUN,C,OTB,ANI,5851,1972,1972,8,,ANI,4
2058,SUN,C,OTB,ANI,5851,1972,1972,9,,ANI,5
2060,SUN,C,OTB,ANI,5851,1972,1972,10,,ANI,2
279,JPN,C,SX,KRI,484,1973,1972,12,10,KRI,2
2057,SUN,C,OTB,ANI,5851,1973,1972,12,,ANI,4
631,SUN,C,OT,MZZ,483,,1973,,,ANI,1830
631,SUN,C,OT,MZZ,483,,1973,,,NOS,765
632,SUN,C,OT,MZZ,58,,1973,,,MZZ,3444
632,SUN,C,OT,MZZ,58,,1973,,,NOR,20361
632,SUN,C,OT,MZZ,58,,1973,,,NOS,2368
280,JPN,C,SX,KRI,484,1973,1973,1,10,KRI,17
281,JPN,C,SX,KRI,486,1973,1973,1,10,KRI,40
282,JPN,C,OTM,KRI,486,1974,1973,12,9,KRI,7
287,JPN,C,OTM,KRI,5844,1974,1973,12,9,KRI,157
633,SUN,C,OT,KRI,48,,1974,,,KRI,19139
634,SUN,C,OT,MZZ,483,,1974,,,ANI,254
634,SUN,C,OT,MZZ,483,,1974,,,MZZ,493
635,SUN,C,OT,MZZ,58,,1974,,,MZZ,1759
635,SUN,C,OT,MZZ,58,,1974,,,NOR,20906
635,SUN,C,OT,MZZ,58,,1974,,,NOS,19977
283,JPN,C,OTM,KRI,486,1974,1974,1,9,KRI,43
285,JPN,C,OTM,KRI,5842,1974,1974,1,9,KRI,280
288,JPN,C,OTM,KRI,5844,1974,1974,1,9,KRI,6
284,JPN,C,OTM,KRI,486,1974,1974,2,9,KRI,150
286,JPN,C,OTM,KRI,5842,1974,1974,2,9,KRI,3
2061,SUN,C,OTB,ANI,5851,1974,1974,5,,ANI,25
2110,SUN,C,OTB,ANI,5852,1974,1974,7,,ANI,989
2111,SUN,C,OTB,ANI,5852,1974,1974,8,,ANI,1930
2109,SUN,C,OTB,ANI,5852,1974,1974,9,,ANI,2068
2064,SUN,C,OTB,ANI,5851,1974,1974,10,,ANI,475
2112,SUN,C,OTB,ANI,5852,1974,1974,10,,ANI,2207
292,JPN,C,OTM,KRI,5844,1974,1974,11,,KRI,3
2065,SUN,C,OTB,ANI,5851,1974,1974,11,,ANI,316
2115,SUN,C,OTB,ANI,5852,1974,1974,11,,ANI,331
289,JPN,C,OTM,KRI,5842,1975,1974,12,,KRI,475
293,JPN,C,OTM,KRI,5844,1975,1974,12,,KRI,32
2066,SUN,C,OTB,ANI,5851,1975,1974,12,,ANI,41
636,SUN,C,OT,KRI,48,,1975,,,KRI,41352
637,SUN,C,OT,MZZ,483,,1975,,,ANI,746
637,SUN,C,OT,MZZ,483,,1975,,,MZZ,1407
637,SUN,C,OT,MZZ,483,,1975,,,NOS,1900
638,SUN,C,OT,MZZ,58,,1975,,,MZZ,575
638,SUN,C,OT,MZZ,58,,1975,,,NOR,10248
638,SUN,C,OT,MZZ,58,,1975,,,NOS,10198
290,JPN,C,OTM,KRI,5842,1975,1975,1,,KRI,1392
2067,SUN,C,OTB,ANI,5851,1975,1975,1,,ANI,101
291,JPN,C,OTM,KRI,5842,1975,1975,2,,KRI,775
2068,SUN,C,OTB,ANI,5851,1975,1975,2,,ANI,150
2070,SUN,C,OTB,ANI,5851,1975,1975,3,,ANI,204
2069,SUN,C,OTB,ANI,5851,1975,1975,4,,ANI,129
2063,SUN,C,OTB,ANI,5851,1975,1975,5,,ANI,120
2113,SUN,C,OTB,ANI,5852,1975,1975,5,,ANI,4495
2062,SUN,C,OTB,ANI,5851,1975,1975,6,,ANI,228
2114,SUN,C,OTB,ANI,5852,1975,1975,6,,ANI,2552
2072,SUN,C,OTB,ANI,5851,1975,1975,7,,ANI,11
2116,SUN,C,OTB,ANI,5852,1975,1975,7,,ANI,2663
299,JPN,C,OTM,KRI,5844,1975,1975,11,10,KRI,64
294,JPN,C,OTM,KRI,5841,1976,1975,12,10,KRI,12
296,JPN,C,OTM,KRI,5842,1976,1975,12,10,KRI,1306
300,JPN,C,OTM,KRI,5844,1976,1975,12,10,KRI,287
639,SUN,C,OT,KRI,48,,1976,,,KRI,609
640,SUN,C,OT,MZZ,483,,1976,,,ANI,12290
640,SUN,C,OT,MZZ,483,,1976,,,MZZ,190
640,SUN,C,OT,MZZ,483,,1976,,,NOG,4999
640,SUN,C,OT,MZZ,483,,1976,,,NOR,10753
640,SUN,C,OT,MZZ,483,,1976,,,NOS,500
641,SUN,C,OT,MZZ,58,,1976,,,MZZ,548
641,SUN,C,OT,MZZ,58,,1976,,,NOR,6061
641,SUN,C,OT,MZZ,58,,1976,,,NOS,12200
295,JPN,C,OTM,KRI,5841,1976,1976,1,10,KRI,61
297,JPN,C,OTM,KRI,5842,1976,1976,1,10,KRI,2083
1422,POL,C,OTM,KRI,481,1976,1976,1,10,KRI,21
298,JPN,C,OTM,KRI,5842,1976,1976,2,10,KRI,937
1423,POL,C,OTM,KRI,483,1976,1976,2,10,KRI,122
1424,POL,C,OTM,KRI,483,1976,1976,3,10,KRI,432
2075,SUN,C,OTB,ANI,5851,1976,1976,3,,ANI,352
2073,SUN,C,OTB,ANI,5851,1976,1976,4,,ANI,2280
2100,SUN,C,OTB,ANI,5851,1976,1976,4,,ANI,253
158,CHL,C,OTM,KRI,481,1976,1976,5,10,KRI,165
2071,SUN,C,OTB,ANI,5851,1976,1976,5,,ANI,4665
159,CHL,C,OTM,KRI,481,1976,1976,6,10,KRI,111
2074,SUN,C,OTB,ANI,5851,1976,1976,6,,ANI,4016
160,CHL,C,OTM,KRI,481,1976,1976,10,10,KRI,92
302,JPN,C,OTM,KRI,5841,1976,1976,11,10,KRI,373
309,JPN,C,OTM,KRI,5844,1976,1976,11,10,KRI,170
301,JPN,C,OTM,KRI,881,1976,1976,11,10,KRI,1
1111,JPN,C,OTB,MZZ,5844,1977,1976,12,10,MZZ,88.3
303,JPN,C,OTM,KRI,5841,1977,1976,12,10,KRI,775
305,JPN,C,OTM,KRI,5842,1977,1976,12,10,KRI,2106
310,JPN,C,OTM,KRI,5844,1977,1976,12,10,KRI,640
2101,SUN,C,OTB,ANI,5851,1977,1976,12,,ANI,316
642,SUN,C,OT,KRI,48,,1977,,,KRI,68301
645,SUN,C,OT,KRI,88,,1977,,,KRI,3355
643,SUN,C,OT,MZZ,483,,1977,,,ANI,90215
643,SUN,C,OT,MZZ,483,,1977,,,MZZ,15406
643,SUN,C,OT,MZZ,483,,1977,,,NOG,830
643,SUN,C,OT,MZZ,483,,1977,,,NOR,5721
643,SUN,C,OT,MZZ,483,,1977,,,NOS,2937
643,SUN,C,OT,MZZ,483,,1977,,,TOP,306
644,SUN,C,OT,MZZ,58,,1977,,,MZZ,11
644,SUN,C,OT,MZZ,58,,1977,,,NOR,97
644,SUN,C,OT,MZZ,58,,1977,,,NOS,308
1112,JPN,C,OTB,MZZ,5844,1977,1977,1,10,MZZ,464.3
304,JPN,C,OTM,KRI,5841,1977,1977,1,10,KRI,468
306,JPN,C,OTM,KRI,5842,1977,1977,1,10,KRI,5360
512,POL,C,OT,MZZ,483,1977,1977,1,,ANI,703
512,POL,C,OT,MZZ,483,1977,1977,1,,KRI,48
512,POL,C,OT,MZZ,483,1977,1977,1,,MZZ,32
512,POL,C,OT,MZZ,483,1977,1977,1,,NOG,1
2076,SUN,C,OTB,ANI,5851,1977,1977,1,,ANI,3
2102,SUN,C,OTB,ANI,5851,1977,1977,1,,ANI,10
307,JPN,C,OTM,KRI,5842,1977,1977,2,10,KRI,2909
513,POL,C,OT,MZZ,483,1977,1977,2,,ANI,754
513,POL,C,OT,MZZ,483,1977,1977,2,,KRI,464
513,POL,C,OT,MZZ,483,1977,1977,2,,MZZ,2
513,POL,C,OT,MZZ,483,1977,1977,2,,NOG,6
513,POL,C,OT,MZZ,483,1977,1977,2,,SGI,2
2077,SUN,C,OTB,ANI,5851,1977,1977,2,,ANI,8080
2103,SUN,C,OTB,ANI,5851,1977,1977,2,,ANI,20
514,POL,C,OT,MZZ,483,1977,1977,3,,ANI,1311
514,POL,C,OT,MZZ,483,1977,1977,3,,KRI,2244
514,POL,C,OT,MZZ,483,1977,1977,3,,MZZ,31
514,POL,C,OT,MZZ,483,1977,1977,3,,NOG,580
514,POL,C,OT,MZZ,483,1977,1977,3,,NOR,312
514,POL,C,OT,MZZ,483,1977,1977,3,,SGI,558
514,POL,C,OT,MZZ,483,1977,1977,3,,SSI,79
514,POL,C,OT,MZZ,483,1977,1977,3,,TOP,5
2078,SUN,C,OTB,ANI,5851,1977,1977,3,,ANI,10096
515,POL,C,OT,MZZ,483,1977,1977,4,,ANI,320
515,POL,C,OT,MZZ,483,1977,1977,4,,KRI,3306
515,POL,C,OT,MZZ,483,1977,1977,4,,MZZ,3
515,POL,C,OT,MZZ,483,1977,1977,4,,NOG,661
515,POL,C,OT,MZZ,483,1977,1977,4,,NOR,440
515,POL,C,OT,MZZ,483,1977,1977,4,,SGI,399
515,POL,C,OT,MZZ,483,1977,1977,4,,SSI,113
515,POL,C,OT,MZZ,483,1977,1977,4,,TOP,55
2079,SUN,C,OTB,ANI,5851,1977,1977,4,,ANI,6875
177,DDR,C,OTB,MZZ,483,1977,1977,5,,NOG,168
177,DDR,C,OTB,MZZ,483,1977,1977,5,,NOR,190
1113,JPN,C,OTB,NOX,585,1977,1977,5,10,ANI,246.5
1113,JPN,C,OTB,NOX,585,1977,1977,5,10,LIC,7
1113,JPN,C,OTB,NOX,585,1977,1977,5,10,NOR,33.1
1113,JPN,C,OTB,NOX,585,1977,1977,5,10,NOS,1
1113,JPN,C,OTB,NOX,585,1977,1977,5,10,TOP,8.9
516,POL,C,OT,MZZ,483,1977,1977,5,,ANI,25
516,POL,C,OT,MZZ,483,1977,1977,5,,KRI,877
516,POL,C,OT,MZZ,483,1977,1977,5,,MZZ,48
516,POL,C,OT,MZZ,483,1977,1977,5,,NOG,953
516,POL,C,OT,MZZ,483,1977,1977,5,,NOR,1074
516,POL,C,OT,MZZ,483,1977,1977,5,,SGI,572
516,POL,C,OT,MZZ,483,1977,1977,5,,SSI,74
516,POL,C,OT,MZZ,483,1977,1977,5,,TOP,63
2080,SUN,C,OTB,ANI,5851,1977,1977,5,,ANI,6757
178,DDR,C,OTB,MZZ,483,1977,1977,6,,NOG,202
178,DDR,C,OTB,MZZ,483,1977,1977,6,,NOR,230
1114,JPN,C,OTB,NOX,585,1977,1977,6,10,ANI,17.5
1114,JPN,C,OTB,NOX,585,1977,1977,6,10,LIC,0.4
1114,JPN,C,OTB,NOX,585,1977,1977,6,10,NOR,0.9
1114,JPN,C,OTB,NOX,585,1977,1977,6,10,TOP,1
1115,JPN,C,OTB,NOX,586,1977,1977,6,10,NOR,0.8
1115,JPN,C,OTB,NOX,586,1977,1977,6,10,NOS,0.8
1115,JPN,C,OTB,NOX,586,1977,1977,6,10,TOP,6.3
517,POL,C,OT,MZZ,483,1977,1977,6,,ANI,72
517,POL,C,OT,MZZ,483,1977,1977,6,,KRI,27
517,POL,C,OT,MZZ,483,1977,1977,6,,NOG,326
517,POL,C,OT,MZZ,483,1977,1977,6,,NOR,398
517,POL,C,OT,MZZ,483,1977,1977,6,,SGI,77
517,POL,C,OT,MZZ,483,1977,1977,6,,SSI,27
517,POL,C,OT,MZZ,483,1977,1977,6,,TOP,12
2081,SUN,C,OTB,ANI,5851,1977,1977,6,,ANI,955
2117,SUN,C,OTB,ANI,5852,1977,1977,6,,ANI,4201
1126,JPN,C,OTB,NOX,585,1977,1977,7,10,ANI,9.5
1126,JPN,C,OTB,NOX,585,1977,1977,7,10,LIC,9
1126,JPN,C,OTB,NOX,585,1977,1977,7,10,NOR,100.4
1126,JPN,C,OTB,NOX,585,1977,1977,7,10,TOP,3.4
2089,SUN,C,OTB,ANI,5851,1977,1977,7,,ANI,361
2126,SUN,C,OTB,ANI,5852,1977,1977,7,,ANI,7487
2087,SUN,C,OTB,ANI,5851,1977,1977,8,,ANI,3251
2118,SUN,C,OTB,ANI,5852,1977,1977,8,,ANI,1300
522,POL,C,OT,MZZ,483,1977,1977,9,10,ANI,6
522,POL,C,OT,MZZ,483,1977,1977,9,10,NOG,30
522,POL,C,OT,MZZ,483,1977,1977,9,10,NOR,4
522,POL,C,OT,MZZ,483,1977,1977,9,10,NOX,1
522,POL,C,OT,MZZ,483,1977,1977,9,10,SGI,15
522,POL,C,OT,MZZ,483,1977,1977,9,10,SSI,21
522,POL,C,OT,MZZ,483,1977,1977,9,10,TOP,1
2091,SUN,C,OTB,ANI,5851,1977,1977,9,,ANI,667
2120,SUN,C,OTB,ANI,5852,1977,1977,9,,ANI,1225
518,POL,C,OT,MZZ,482,1977,1977,10,10,MZZ,11
518,POL,C,OT,MZZ,482,1977,1977,10,10,SGI,10
518,POL,C,OT,MZZ,482,1977,1977,10,10,TOP,5
523,POL,C,OT,MZZ,483,1977,1977,10,10,ANI,11
523,POL,C,OT,MZZ,483,1977,1977,10,10,NOG,141
523,POL,C,OT,MZZ,483,1977,1977,10,10,NOR,83
523,POL,C,OT,MZZ,483,1977,1977,10,10,SGI,236
523,POL,C,OT,MZZ,483,1977,1977,10,10,SSI,70
2092,SUN,C,OTB,ANI,5851,1977,1977,10,,ANI,319
2121,SUN,C,OTB,ANI,5852,1977,1977,10,,ANI,988
1745,SUN,S,OTB,NOS,5844a,1977,1977,10,10,NOS,18
1810,SUN,S,OTB,NOS,5844b,1977,1977,10,10,NOS,70
1132,JPN,C,OTB,MZZ,5844,1977,1977,11,10,MZZ,268.6
1127,JPN,C,OTB,NOX,585,1977,1977,11,10,ANI,16.6
1127,JPN,C,OTB,NOX,585,1977,1977,11,10,LIC,63.3
1127,JPN,C,OTB,NOX,585,1977,1977,11,10,MZZ,246.4
1127,JPN,C,OTB,NOX,585,1977,1977,11,10,NOR,10.1
1127,JPN,C,OTB,NOX,585,1977,1977,11,10,NOS,4.2
1127,JPN,C,OTB,NOX,585,1977,1977,11,10,TOP,1.5
316,JPN,C,OTM,KRI,5841,1977,1977,11,,KRI,3
320,JPN,C,OTM,KRI,5842,1977,1977,11,10,KRI,323
325,JPN,C,OTM,KRI,5843,1977,1977,11,10,KRI,16
311,JPN,C,OTM,KRI,881,1977,1977,11,,KRI,10
524,POL,C,OT,MZZ,483,1977,1977,11,10,ANI,178
524,POL,C,OT,MZZ,483,1977,1977,11,10,NOG,488
524,POL,C,OT,MZZ,483,1977,1977,11,10,NOR,122
524,POL,C,OT,MZZ,483,1977,1977,11,10,SGI,916
524,POL,C,OT,MZZ,483,1977,1977,11,10,SSI,110
524,POL,C,OT,MZZ,483,1977,1977,11,10,TOP,55
532,POL,C,OTB,MZZ,585,1977,1977,11,10,ANI,42
532,POL,C,OTB,MZZ,585,1977,1977,11,10,LIC,18
532,POL,C,OTB,MZZ,585,1977,1977,11,10,NOS,9
2093,SUN,C,OTB,ANI,5851,1977,1977,11,,ANI,944
1746,SUN,S,OTB,NOS,5844a,1977,1977,11,10,NOS,562
1811,SUN,S,OTB,NOS,5844b,1977,1977,11,10,NOS,42
182,DDR,C,OTB,MZZ,483,1978,1977,12,,NOR,70
182,DDR,C,OTB,MZZ,483,1978,1977,12,,SGI,58
191,DDR,C,OTB,MZZ,483,1978,1977,12,8,ANI,15
191,DDR,C,OTB,MZZ,483,1978,1977,12,8,NOG,175
191,DDR,C,OTB,MZZ,483,1978,1977,12,8,NOR,127
191,DDR,C,OTB,MZZ,483,1978,1977,12,8,SGI,218
191,DDR,C,OTB,MZZ,483,1978,1977,12,8,SSI,15
1128,JPN,C,OTB,NOX,585,1978,1977,12,10,ANI,1.8
1128,JPN,C,OTB,NOX,585,1978,1977,12,10,LIC,35.4
1128,JPN,C,OTB,NOX,585,1978,1977,12,10,NOR,621.6
1128,JPN,C,OTB,NOX,585,1978,1977,12,10,NOS,206.5
1128,JPN,C,OTB,NOX,585,1978,1977,12,10,TOP,49.3
317,JPN,C,OTM,KRI,5841,1978,1977,12,,KRI,1756
321,JPN,C,OTM,KRI,5842,1978,1977,12,10,KRI,3273
312,JPN,C,OTM,KRI,881,1978,1977,12,,KRI,19
519,POL,C,OT,MZZ,482,1978,1977,12,10,ANI,569
519,POL,C,OT,MZZ,482,1978,1977,12,10,MZZ,14
519,POL,C,OT,MZZ,482,1978,1977,12,10,NOX,50
519,POL,C,OT,MZZ,482,1978,1977,12,10,SGI,131
519,POL,C,OT,MZZ,482,1978,1977,12,10,TOP,20
525,POL,C,OT,MZZ,483,1978,1977,12,10,NOG,1982
525,POL,C,OT,MZZ,483,1978,1977,12,10,NOR,83
525,POL,C,OT,MZZ,483,1978,1977,12,10,SGI,3427
525,POL,C,OT,MZZ,483,1978,1977,12,10,SSI,846
525,POL,C,OT,MZZ,483,1978,1977,12,10,TOP,96
533,POL,C,OTB,MZZ,585,1978,1977,12,10,ANI,12
533,POL,C,OTB,MZZ,585,1978,1977,12,10,LIC,3
533,POL,C,OTB,MZZ,585,1978,1977,12,10,NOS,30
533,POL,C,OTB,MZZ,585,1978,1977,12,10,TOP,2
2090,SUN,C,OTB,ANI,5851,1978,1977,12,,ANI,669
146,SUN,C,OTM,MZZ,483,1978,1977,12,10,KRI,94
146,SUN,C,OTM,MZZ,483,1978,1977,12,10,MZZ,80
146,SUN,C,OTM,MZZ,483,1978,1977,12,10,NOG,2
1747,SUN,S,OTB,NOS,5844a,1978,1977,12,10,NOS,913
1812,SUN,S,OTB,NOS,5844b,1978,1977,12,10,NOS,9
647,SUN,C,OT,ANI,482,,1978,,,ANI,96899
648,SUN,C,OT,ANI,483,,1978,,,ANI,5215
646,SUN,C,OT,KRI,48,,1978,,,KRI,78837
646,SUN,C,OT,KRI,48,,1978,,,MZZ,13500
646,SUN,C,OT,KRI,48,,1978,,,NOG,4949
646,SUN,C,OT,KRI,48,,1978,,,NOR,4119
646,SUN,C,OT,KRI,48,,1978,,,NOS,2327
646,SUN,C,OT,KRI,48,,1978,,,TOP,1290
649,SUN,C,OT,MZZ,58,,1978,,,KRI,28154
649,SUN,C,OT,MZZ,58,,1978,,,MZZ,261
649,SUN,C,OT,MZZ,58,,1978,,,NOR,46093
649,SUN,C,OT,MZZ,58,,1978,,,NOS,25559
649,SUN,C,OT,MZZ,58,,1978,,,TOP,192
183,DDR,C,OTB,MZZ,483,1978,1978,1,,NOG,174
183,DDR,C,OTB,MZZ,483,1978,1978,1,,NOR,111
183,DDR,C,OTB,MZZ,483,1978,1978,1,,NOX,1
183,DDR,C,OTB,MZZ,483,1978,1978,1,,SGI,463
188,DDR,C,OTB,MZZ,483,1978,1978,1,,NOG,168
188,DDR,C,OTB,MZZ,483,1978,1978,1,,NOR,57
188,DDR,C,OTB,MZZ,483,1978,1978,1,,SGI,462
192,DDR,C,OTB,MZZ,483,1978,1978,1,8,NOG,515
192,DDR,C,OTB,MZZ,483,1978,1978,1,8,NOR,310
192,DDR,C,OTB,MZZ,483,1978,1978,1,8,SGI,1744
1133,JPN,C,OTB,MZZ,5844,1978,1978,1,10,NOR,1.3
1133,JPN,C,OTB,MZZ,5844,1978,1978,1,10,NOS,144.3
1133,JPN,C,OTB,MZZ,5844,1978,1978,1,10,TOP,3.1
1129,JPN,C,OTB,NOX,585,1978,1978,1,10,ANI,17
1129,JPN,C,OTB,NOX,585,1978,1978,1,10,LIC,17.2
1129,JPN,C,OTB,NOX,585,1978,1978,1,10,NOR,11.4
1129,JPN,C,OTB,NOX,585,1978,1978,1,10,NOS,4.2
1129,JPN,C,OTB,NOX,585,1978,1978,1,10,TOP,2.3
1123,JPN,C,OTB,NOX,586,1978,1978,1,10,MZZ,11.1
1123,JPN,C,OTB,NOX,586,1978,1978,1,10,NOR,2
1123,JPN,C,OTB,NOX,586,1978,1978,1,10,NOS,137.9
1123,JPN,C,OTB,NOX,586,1978,1978,1,10,TOP,108.1
318,JPN,C,OTM,KRI,5841,1978,1978,1,,KRI,5734
322,JPN,C,OTM,KRI,5842,1978,1978,1,10,KRI,5154
313,JPN,C,OTM,KRI,881,1978,1978,1,,KRI,4
526,POL,C,OT,MZZ,483,1978,1978,1,10,ANI,582
526,POL,C,OT,MZZ,483,1978,1978,1,10,KRI,1
526,POL,C,OT,MZZ,483,1978,1978,1,10,MZZ,28
526,POL,C,OT,MZZ,483,1978,1978,1,10,NOG,4584
526,POL,C,OT,MZZ,483,1978,1978,1,10,NOR,59
526,POL,C,OT,MZZ,483,1978,1978,1,10,NOX,53
526,POL,C,OT,MZZ,483,1978,1978,1,10,SGI,2542
526,POL,C,OT,MZZ,483,1978,1978,1,10,SSI,662
526,POL,C,OT,MZZ,483,1978,1978,1,10,TOP,38
534,POL,C,OTB,MZZ,585,1978,1978,1,10,ANI,13
534,POL,C,OTB,MZZ,585,1978,1978,1,10,LIC,43
534,POL,C,OTB,MZZ,585,1978,1978,1,10,NOS,32
536,POL,C,OTB,MZZ,88,1978,1978,1,10,ANS,8
536,POL,C,OTB,MZZ,88,1978,1978,1,10,KRI,36
536,POL,C,OTB,MZZ,88,1978,1978,1,10,MZZ,2
2083,SUN,C,OTB,ANI,5851,1978,1978,1,,ANI,2479
2099,SUN,C,OTB,ANI,5851,1978,1978,1,,ANI,42
2104,SUN,C,OTB,ANI,5851,1978,1978,1,,ANI,53
2122,SUN,C,OTB,ANI,5852,1978,1978,1,,ANI,1651
147,SUN,C,OTM,MZZ,483,1978,1978,1,10,ANI,107
147,SUN,C,OTM,MZZ,483,1978,1978,1,10,MZZ,14
147,SUN,C,OTM,MZZ,483,1978,1978,1,10,NOG,35
147,SUN,C,OTM,MZZ,483,1978,1978,1,10,NOR,23
147,SUN,C,OTM,MZZ,483,1978,1978,1,10,SGI,53
147,SUN,C,OTM,MZZ,483,1978,1978,1,10,SSI,18
1748,SUN,S,OTB,NOS,5844a,1978,1978,1,10,NOR,30
1748,SUN,S,OTB,NOS,5844a,1978,1978,1,10,NOS,1529
1748,SUN,S,OTB,NOS,5844a,1978,1978,1,10,TOP,4
184,DDR,C,OTB,MZZ,483,1978,1978,2,,MZZ,8
184,DDR,C,OTB,MZZ,483,1978,1978,2,,NOG,84
184,DDR,C,OTB,MZZ,483,1978,1978,2,,NOR,70
184,DDR,C,OTB,MZZ,483,1978,1978,2,,NOX,5
184,DDR,C,OTB,MZZ,483,1978,1978,2,,SGI,156
189,DDR,C,OTB,MZZ,483,1978,1978,2,,NOG,70
189,DDR,C,OTB,MZZ,483,1978,1978,2,,NOR,36
189,DDR,C,OTB,MZZ,483,1978,1978,2,,NOX,3
189,DDR,C,OTB,MZZ,483,1978,1978,2,,SGI,126
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,ANI,151
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,KRI,6
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,NOG,372
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,NOR,337
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,NOX,3
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,SGI,834
193,DDR,C,OTB,MZZ,483,1978,1978,2,8,SRX,4
179,DDR,C,OTM,ANI,482,1978,1978,2,,ANI,1618
179,DDR,C,OTM,ANI,482,1978,1978,2,,KRI,2
179,DDR,C,OTM,ANI,482,1978,1978,2,,NOG,5
179,DDR,C,OTM,ANI,482,1978,1978,2,,NOR,55
179,DDR,C,OTM,ANI,482,1978,1978,2,,SGI,16
179,DDR,C,OTM,ANI,482,1978,1978,2,,SRX,4
181,DDR,C,OTM,ANI,482,1978,1978,2,8,ANI,431
1134,JPN,C,OTB,MZZ,5844,1978,1978,2,10,NOR,0.5
1134,JPN,C,OTB,MZZ,5844,1978,1978,2,10,NOS,23.5
1134,JPN,C,OTB,MZZ,5844,1978,1978,2,10,TOP,0.6
1135,JPN,C,OTB,MZZ,586,1978,1978,2,9,MZZ,195.9
1130,JPN,C,OTB,NOX,585,1978,1978,2,10,MZZ,2.3
1124,JPN,C,OTB,NOX,586,1978,1978,2,10,MZZ,226.2
1124,JPN,C,OTB,NOX,586,1978,1978,2,10,NOR,2.9
1124,JPN,C,OTB,NOX,586,1978,1978,2,10,NOS,51.6
1124,JPN,C,OTB,NOX,586,1978,1978,2,10,TOP,222.6
319,JPN,C,OTM,KRI,5841,1978,1978,2,,KRI,4579
323,JPN,C,OTM,KRI,5842,1978,1978,2,10,KRI,3588
314,JPN,C,OTM,KRI,881,1978,1978,2,,KRI,409
520,POL,C,OT,MZZ,482,1978,1978,2,10,ANI,21914
520,POL,C,OT,MZZ,482,1978,1978,2,10,MZZ,125
520,POL,C,OT,MZZ,482,1978,1978,2,10,NOG,24
520,POL,C,OT,MZZ,482,1978,1978,2,10,NOR,4
520,POL,C,OT,MZZ,482,1978,1978,2,10,SGI,13
520,POL,C,OT,MZZ,482,1978,1978,2,10,SSI,24
520,POL,C,OT,MZZ,482,1978,1978,2,10,TOP,62
527,POL,C,OT,MZZ,483,1978,1978,2,10,ANI,487
527,POL,C,OT,MZZ,483,1978,1978,2,10,NOG,722
527,POL,C,OT,MZZ,483,1978,1978,2,10,SGI,351
527,POL,C,OT,MZZ,483,1978,1978,2,10,SSI,55
527,POL,C,OT,MZZ,483,1978,1978,2,10,TOP,302
535,POL,C,OTB,MZZ,585,1978,1978,2,10,ANI,183
