effort_id,vessel_nationality_code,fishing_purpose_code,gear_type_code,target_species_code,asd_code,season_ccamlr,year,month,vessel_size_category_code,taxon_code,greenweight_caught_tonne
5324,GBR,C,LLS,TOT,483,2012,2012,4,8,SRX,0.0095
5324,GBR,C,LLS,TOT,483,2012,2012,4,8,TOP,9.2507
5329,GBR,C,LLS,TOT,483,2012,2012,4,9,ANT,1.5497
5329,GBR,C,LLS,TOT,483,2012,2012,4,9,GRV,4.0498
5329,GBR,C,LLS,TOT,483,2012,2012,4,9,KCX,0.0041
5329,GBR,C,LLS,TOT,483,2012,2012,4,9,SRX,0.0908
5329,GBR,C,LLS,TOT,483,2012,2012,4,9,TOP,107.3896
5334,GBR,C,LLS,TOT,484,2012,2012,4,8,ANT,0.0356
5334,GBR,C,LLS,TOT,484,2012,2012,4,8,GRV,1.9066
5334,GBR,C,LLS,TOT,484,2012,2012,4,8,MRL,0.0213
5334,GBR,C,LLS,TOT,484,2012,2012,4,8,SRX,0.1097
5334,GBR,C,LLS,TOT,484,2012,2012,4,8,TOA,16.3309
5334,GBR,C,LLS,TOT,484,2012,2012,4,8,TOP,23.6484
5266,JPN,C,OTM,KRI,481,2012,2012,4,11,KRI,1915
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,ANT,0.1286
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,AQZ,0.0002
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,ATX,0.0047
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,GGW,0.0008
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,GRV,0.4479
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,MRL,0.0015
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,NOX,0.0872
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,SRX,0.0233
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,TOP,8.6842
5276,JPN,S,LLS,TOT,5844b,2012,2012,4,7,ZOT,0.0004
5239,KOR,C,OTM,KRI,481,2012,2012,4,10,KRI,2627.04
5246,KOR,C,OTM,KRI,481,2012,2012,4,11,KRI,1885.944
5280,NOR,C,OTM,KRI,481,2012,2012,4,11,KRI,2930
5284,NOR,C,TMB,KRI,481,2012,2012,4,11,KRI,4946.736
5294,NOR,C,TMB,KRI,482,2012,2012,4,11,KRI,115.962
5222,NZL,C,LLS,TOT,483,2012,2012,4,9,ANT,0.1123
5222,NZL,C,LLS,TOT,483,2012,2012,4,9,GRV,2.8299
5222,NZL,C,LLS,TOT,483,2012,2012,4,9,MRL,0.0048
5222,NZL,C,LLS,TOT,483,2012,2012,4,9,SRX,0.0441
5222,NZL,C,LLS,TOT,483,2012,2012,4,9,TOP,64.9305
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,ANT,0.0179
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,GRV,1.1532
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,MRL,0.0271
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,NOX,0.003
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,SRX,0.3419
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,TOA,5.1711
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,TOP,19.355
5228,NZL,C,LLS,TOT,484,2012,2012,4,9,WGR,0.1784
5351,ZAF,C,LLS,TOT,587,2012,2012,4,8,ANT,0.228
5351,ZAF,C,LLS,TOT,587,2012,2012,4,8,GRV,0.8122
5351,ZAF,C,LLS,TOT,587,2012,2012,4,8,GSK,0.013
5351,ZAF,C,LLS,TOT,587,2012,2012,4,8,KCX,0.007
5351,ZAF,C,LLS,TOT,587,2012,2012,4,8,SRX,0.099
5351,ZAF,C,LLS,TOT,587,2012,2012,4,8,TOP,29.753
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,ANT,0.337
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,GGW,0.0002
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,GRV,18.298
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,MRL,0.0022
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,OWP,0.0002
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,PFR,0.0003
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,SRX,1.164
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,STF,0.927
5183,AUS,C,LLS,TOT,5852,2012,2012,5,9,TOP,272.0251
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,ANI,4.083
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,ATX,0.231
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,BEA,0.013
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,BMU,0.002
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,BYR,0.005
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,CNI,0.189
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,GGW,0.005
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,GRV,1.155
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,INV,1.004
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,LIC,1.527
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,MOY,0.014
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,MZZ,0.065
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,NOA,0.155
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,NOS,0.197
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,NOZ,0.012
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,OCT,0.014
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,OEQ,0.001
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,PFR,0.328
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,SSX,0.009
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,STF,0.251
5198,AUS,S,OTB,ANI,5852,2012,2012,5,10,TOP,0.993
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,ANI,0.001
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,ATX,0.017
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,CNI,0.008
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,GRV,0.097
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,LIC,0.007
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,MOY,0.008
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,MZZ,0.001
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,NOA,0.005
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,NOS,0.12
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,OCT,0.002
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,OEQ,0.002
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,PFR,0.039
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,STF,0.007
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,TOP,9.691
5196,AUS,S,OTB,TOT,5852,2012,2012,5,10,WGR,0.001
5212,CHL,C,LLS,TOT,483,2012,2012,5,8,ANT,0.219
5212,CHL,C,LLS,TOT,483,2012,2012,5,8,GRV,1.23
5212,CHL,C,LLS,TOT,483,2012,2012,5,8,SRX,0.025
5212,CHL,C,LLS,TOT,483,2012,2012,5,8,TOP,72.395
5202,CHL,C,OTM,KRI,481,2012,2012,5,9,KRI,1362.299
5217,CHN,C,OTM,KRI,481,2012,2012,5,11,ANT,0.013
5217,CHN,C,OTM,KRI,481,2012,2012,5,11,KRI,510.26
5314,ESP,C,LLS,TOT,483,2012,2012,5,8,ANT,0.058
5314,ESP,C,LLS,TOT,483,2012,2012,5,8,GRV,0.332
5314,ESP,C,LLS,TOT,483,2012,2012,5,8,KCX,0.018
5314,ESP,C,LLS,TOT,483,2012,2012,5,8,SRX,0.006
5314,ESP,C,LLS,TOT,483,2012,2012,5,8,TOP,39.081
5371,FRA,C,LLS,TOT,5851,2012,2012,5,8,ANT,1.160313
5371,FRA,C,LLS,TOT,5851,2012,2012,5,8,MCC,35.3495
5371,FRA,C,LLS,TOT,5851,2012,2012,5,8,RAJ,44.0295
5371,FRA,C,LLS,TOT,5851,2012,2012,5,8,TOP,495.3567
5380,FRA,C,LLS,TOT,586,2012,2012,5,7,ANT,0.7332
5380,FRA,C,LLS,TOT,586,2012,2012,5,7,MCC,4.2403
5380,FRA,C,LLS,TOT,586,2012,2012,5,7,RFA,6.3106
5380,FRA,C,LLS,TOT,586,2012,2012,5,7,TOP,6.3647
5388,FRA,C,LLS,TOT,586,2012,2012,5,8,ANT,0.393
5388,FRA,C,LLS,TOT,586,2012,2012,5,8,MCC,1.5194
5388,FRA,C,LLS,TOT,586,2012,2012,5,8,RFA,3.882
5388,FRA,C,LLS,TOT,586,2012,2012,5,8,TOP,14.3533
5325,GBR,C,LLS,TOT,483,2012,2012,5,8,ANT,0.0934
5325,GBR,C,LLS,TOT,483,2012,2012,5,8,GRV,0.5173
5325,GBR,C,LLS,TOT,483,2012,2012,5,8,MRL,0.0038
5325,GBR,C,LLS,TOT,483,2012,2012,5,8,SRX,0.0524
5325,GBR,C,LLS,TOT,483,2012,2012,5,8,TOP,78.8258
5330,GBR,C,LLS,TOT,483,2012,2012,5,9,ANT,0.3805
5330,GBR,C,LLS,TOT,483,2012,2012,5,9,GRV,3.8449
5330,GBR,C,LLS,TOT,483,2012,2012,5,9,KCX,0.004
5330,GBR,C,LLS,TOT,483,2012,2012,5,9,SRX,0.1826
5330,GBR,C,LLS,TOT,483,2012,2012,5,9,TOP,191.0145
5267,JPN,C,OTM,KRI,481,2012,2012,5,11,KRI,5447
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,ANT,0.0059
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,ATX,0.0012
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,GRV,0.5934
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,MRL,0.0028
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,NOX,0.0307
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,PFR,0.0002
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,SRX,0.0484
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,TOA,3.2385
5274,JPN,S,LLS,TOT,5843b,2012,2012,5,7,TOP,5.2284
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,ANT,0.5751
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,ATX,0.001
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,GGW,0.0012
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,GRV,1.3849
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,MRL,0.0056
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,NOX,0.0182
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,PFR,0.0004
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,SRX,0.006
5277,JPN,S,LLS,TOT,5844b,2012,2012,5,7,TOP,19.6176
5240,KOR,C,OTM,KRI,481,2012,2012,5,10,KRI,2653.8
5247,KOR,C,OTM,KRI,481,2012,2012,5,11,KRI,3776.716
5281,NOR,C,OTM,KRI,481,2012,2012,5,11,KRI,3839.38
5285,NOR,C,TMB,KRI,481,2012,2012,5,11,KRI,6530.49
5223,NZL,C,LLS,TOT,483,2012,2012,5,9,ANT,0.289
5223,NZL,C,LLS,TOT,483,2012,2012,5,9,GRV,9.8925
5223,NZL,C,LLS,TOT,483,2012,2012,5,9,SRX,0.2156
5223,NZL,C,LLS,TOT,483,2012,2012,5,9,TOP,128.125
5352,ZAF,C,LLS,TOT,587,2012,2012,5,8,ANT,0.321
5352,ZAF,C,LLS,TOT,587,2012,2012,5,8,GRV,2.655
5352,ZAF,C,LLS,TOT,587,2012,2012,5,8,HOL,0.004
5352,ZAF,C,LLS,TOT,587,2012,2012,5,8,KCX,0.001
5352,ZAF,C,LLS,TOT,587,2012,2012,5,8,SRX,0.124
5352,ZAF,C,LLS,TOT,587,2012,2012,5,8,TOP,60.8
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,ANT,0.466
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,GRV,19.643
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,INV,0.029
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,KCX,0.0005
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,SRX,0.499
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,STF,0.55
5184,AUS,C,LLS,TOT,5852,2012,2012,6,9,TOP,296.1539
5213,CHL,C,LLS,TOT,483,2012,2012,6,8,ANT,0.339
5213,CHL,C,LLS,TOT,483,2012,2012,6,8,GRV,0.758
5213,CHL,C,LLS,TOT,483,2012,2012,6,8,MRL,0.0003
5213,CHL,C,LLS,TOT,483,2012,2012,6,8,SRX,0.016
5213,CHL,C,LLS,TOT,483,2012,2012,6,8,TOP,123.669
5203,CHL,C,OTM,KRI,481,2012,2012,6,9,KRI,692.471
5218,CHN,C,OTM,KRI,481,2012,2012,6,11,ANP,0.047
5218,CHN,C,OTM,KRI,481,2012,2012,6,11,KRI,732.82
5315,ESP,C,LLS,TOT,483,2012,2012,6,8,ANT,0.142
5315,ESP,C,LLS,TOT,483,2012,2012,6,8,GRV,0.438
5315,ESP,C,LLS,TOT,483,2012,2012,6,8,TOP,70.856
5364,FRA,C,LLS,TOT,5851,2012,2012,6,7,ANT,0.2148
5364,FRA,C,LLS,TOT,5851,2012,2012,6,7,MCC,2.1556
5364,FRA,C,LLS,TOT,5851,2012,2012,6,7,RAJ,0.2997
5364,FRA,C,LLS,TOT,5851,2012,2012,6,7,TOP,10.455
5372,FRA,C,LLS,TOT,5851,2012,2012,6,8,ANT,0.48
5372,FRA,C,LLS,TOT,5851,2012,2012,6,8,MCC,17.9552
5372,FRA,C,LLS,TOT,5851,2012,2012,6,8,RAJ,17.1997
5372,FRA,C,LLS,TOT,5851,2012,2012,6,8,TOP,262.687
5381,FRA,C,LLS,TOT,586,2012,2012,6,7,ANT,0.7369
5381,FRA,C,LLS,TOT,586,2012,2012,6,7,MCC,13.0335
5381,FRA,C,LLS,TOT,586,2012,2012,6,7,RFA,2.6081
5381,FRA,C,LLS,TOT,586,2012,2012,6,7,TOP,23.8301
5326,GBR,C,LLS,TOT,483,2012,2012,6,8,ANT,0.2434
5326,GBR,C,LLS,TOT,483,2012,2012,6,8,GRV,1.4353
5326,GBR,C,LLS,TOT,483,2012,2012,6,8,SRX,0.0274
5326,GBR,C,LLS,TOT,483,2012,2012,6,8,TOP,41.1242
5331,GBR,C,LLS,TOT,483,2012,2012,6,9,ANT,1.1723
5331,GBR,C,LLS,TOT,483,2012,2012,6,9,GRV,7.0923
5331,GBR,C,LLS,TOT,483,2012,2012,6,9,SRX,0.0592
5331,GBR,C,LLS,TOT,483,2012,2012,6,9,TOP,166.264
5268,JPN,C,OTM,KRI,481,2012,2012,6,11,KRI,5568
5275,JPN,S,LLS,TOT,5843b,2012,2012,6,7,ANT,0.0156
5275,JPN,S,LLS,TOT,5843b,2012,2012,6,7,GRV,0.3713
5275,JPN,S,LLS,TOT,5843b,2012,2012,6,7,NOX,0.0026
5275,JPN,S,LLS,TOT,5843b,2012,2012,6,7,SRX,0.0105
5275,JPN,S,LLS,TOT,5843b,2012,2012,6,7,TOA,0.4879
5275,JPN,S,LLS,TOT,5843b,2012,2012,6,7,TOP,0.067
5241,KOR,C,OTM,KRI,481,2012,2012,6,10,KRI,1927.48
5248,KOR,C,OTM,KRI,481,2012,2012,6,11,KRI,2591.032
5282,NOR,C,OTM,KRI,481,2012,2012,6,11,KRI,1266.41
5296,NOR,C,OTM,KRI,483,2012,2012,6,11,KRI,4499.1
5286,NOR,C,TMB,KRI,481,2012,2012,6,11,KRI,2250.12
5300,NOR,C,TMB,KRI,483,2012,2012,6,11,KRI,3064.397
5224,NZL,C,LLS,TOT,483,2012,2012,6,9,ANT,0.0935
5224,NZL,C,LLS,TOT,483,2012,2012,6,9,GRV,1.5654
5224,NZL,C,LLS,TOT,483,2012,2012,6,9,SRX,0.008
5224,NZL,C,LLS,TOT,483,2012,2012,6,9,TOP,35.9106
5229,NZL,C,LLS,TOT,484,2012,2012,6,9,ANT,0.0418
5229,NZL,C,LLS,TOT,484,2012,2012,6,9,GRV,3.1502
5229,NZL,C,LLS,TOT,484,2012,2012,6,9,MRL,0.0385
5229,NZL,C,LLS,TOT,484,2012,2012,6,9,SRX,0.229
5229,NZL,C,LLS,TOT,484,2012,2012,6,9,TOP,8.4717
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,ANT,0.996
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,GRV,13.938
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,INV,0.014
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,NOS,0.007
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,SRX,0.18
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,STF,0.522
5185,AUS,C,LLS,TOT,5852,2012,2012,7,9,TOP,340.08
5214,CHL,C,LLS,TOT,483,2012,2012,7,8,ANT,0.365
5214,CHL,C,LLS,TOT,483,2012,2012,7,8,GRV,0.369
5214,CHL,C,LLS,TOT,483,2012,2012,7,8,SRX,0.026
5214,CHL,C,LLS,TOT,483,2012,2012,7,8,TOP,41.596
5210,CHL,C,OTM,KRI,483,2012,2012,7,9,KRI,1045.62
5316,ESP,C,LLS,TOT,483,2012,2012,7,8,ANT,0.112
5316,ESP,C,LLS,TOT,483,2012,2012,7,8,GRV,0.692
5316,ESP,C,LLS,TOT,483,2012,2012,7,8,SRX,0.013
5316,ESP,C,LLS,TOT,483,2012,2012,7,8,TOP,43.594
5365,FRA,C,LLS,TOT,5851,2012,2012,7,7,ANT,1.102
5365,FRA,C,LLS,TOT,5851,2012,2012,7,7,MCC,14.0155
5365,FRA,C,LLS,TOT,5851,2012,2012,7,7,RAJ,20.8928
5365,FRA,C,LLS,TOT,5851,2012,2012,7,7,TOP,82.6585
5373,FRA,C,LLS,TOT,5851,2012,2012,7,8,ANT,0.609
5373,FRA,C,LLS,TOT,5851,2012,2012,7,8,MCC,11.2676
5373,FRA,C,LLS,TOT,5851,2012,2012,7,8,RAJ,16.4906
5373,FRA,C,LLS,TOT,5851,2012,2012,7,8,TOP,62.9655
5327,GBR,C,LLS,TOT,483,2012,2012,7,8,ANT,0.3761
5327,GBR,C,LLS,TOT,483,2012,2012,7,8,GRV,1.4962
5327,GBR,C,LLS,TOT,483,2012,2012,7,8,SRX,0.02
5327,GBR,C,LLS,TOT,483,2012,2012,7,8,TOP,82.7818
5332,GBR,C,LLS,TOT,483,2012,2012,7,9,ANT,1.8699
5332,GBR,C,LLS,TOT,483,2012,2012,7,9,GRV,6.222
5332,GBR,C,LLS,TOT,483,2012,2012,7,9,SRX,0.1566
5332,GBR,C,LLS,TOT,483,2012,2012,7,9,TOP,142.5416
5269,JPN,C,OTM,KRI,481,2012,2012,7,11,KRI,221
5270,JPN,C,OTM,KRI,483,2012,2012,7,11,KRI,3107
5242,KOR,C,OTM,KRI,481,2012,2012,7,10,KRI,207.8
5297,NOR,C,OTM,KRI,483,2012,2012,7,11,KRI,6005.67
5301,NOR,C,TMB,KRI,483,2012,2012,7,11,KRI,7253.402
5225,NZL,C,LLS,TOT,483,2012,2012,7,9,ANT,1.5263
5225,NZL,C,LLS,TOT,483,2012,2012,7,9,GRV,6.2112
5225,NZL,C,LLS,TOT,483,2012,2012,7,9,SRX,0.7282
5225,NZL,C,LLS,TOT,483,2012,2012,7,9,TOP,94.8556
5348,ZAF,C,LLS,TOT,587,2012,2012,7,9,ANT,0.023
5348,ZAF,C,LLS,TOT,587,2012,2012,7,9,GRV,0.512
5348,ZAF,C,LLS,TOT,587,2012,2012,7,9,TOP,4.1782
5356,ZAF,C,LLS,TOT,587,2012,2012,7,9,ANT,0.111
5356,ZAF,C,LLS,TOT,587,2012,2012,7,9,GRV,3.2474
5356,ZAF,C,LLS,TOT,587,2012,2012,7,9,TOP,15.5149
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,ANT,0.101
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,ETF,0.0058
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,GRV,9.007
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,INV,0.0001
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,SRX,0.349
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,STF,0.475
5186,AUS,C,LLS,TOT,5852,2012,2012,8,9,TOP,180.198
5209,CHL,C,OTM,ANI,483,2012,2012,8,9,ANI,0.396
5211,CHL,C,OTM,KRI,483,2012,2012,8,9,KRI,2243.923
5317,ESP,C,LLS,TOT,483,2012,2012,8,8,ANT,0.027
5317,ESP,C,LLS,TOT,483,2012,2012,8,8,GRV,0.476
5317,ESP,C,LLS,TOT,483,2012,2012,8,8,TOP,91.158
5366,FRA,C,LLS,TOT,5851,2012,2012,8,7,ANT,1.2006
5366,FRA,C,LLS,TOT,5851,2012,2012,8,7,MCC,36.679
5366,FRA,C,LLS,TOT,5851,2012,2012,8,7,RAJ,10.0019
5366,FRA,C,LLS,TOT,5851,2012,2012,8,7,TOP,53.7671
5374,FRA,C,LLS,TOT,5851,2012,2012,8,8,ANT,0.116
5374,FRA,C,LLS,TOT,5851,2012,2012,8,8,MCC,0.1465
5374,FRA,C,LLS,TOT,5851,2012,2012,8,8,RAJ,0.0241
5374,FRA,C,LLS,TOT,5851,2012,2012,8,8,TOP,19.6179
5328,GBR,C,LLS,TOT,483,2012,2012,8,8,ANT,0.1281
5328,GBR,C,LLS,TOT,483,2012,2012,8,8,GRV,0.659
5328,GBR,C,LLS,TOT,483,2012,2012,8,8,SRX,0.005
5328,GBR,C,LLS,TOT,483,2012,2012,8,8,TOP,62.5326
5333,GBR,C,LLS,TOT,483,2012,2012,8,9,ANT,0.3197
5333,GBR,C,LLS,TOT,483,2012,2012,8,9,GRV,2.7411
5333,GBR,C,LLS,TOT,483,2012,2012,8,9,TOP,95.4627
5250,KOR,C,OTM,KRI,483,2012,2012,8,10,KRI,1009.138
5250,KOR,C,OTM,KRI,483,2012,2012,8,10,NOL,0.0007
5250,KOR,C,OTM,KRI,483,2012,2012,8,10,SGI,0.0008
5298,NOR,C,OTM,KRI,483,2012,2012,8,11,KRI,9048.26
5302,NOR,C,TMB,KRI,483,2012,2012,8,11,KRI,8155.855
5226,NZL,C,LLS,TOT,483,2012,2012,8,9,ANT,0.0258
5226,NZL,C,LLS,TOT,483,2012,2012,8,9,GRV,1.0507
5226,NZL,C,LLS,TOT,483,2012,2012,8,9,SRX,0.065
5226,NZL,C,LLS,TOT,483,2012,2012,8,9,TOP,22.1601
5349,ZAF,C,LLS,TOT,587,2012,2012,8,9,ANT,0.005
5349,ZAF,C,LLS,TOT,587,2012,2012,8,9,GRV,1.28
5349,ZAF,C,LLS,TOT,587,2012,2012,8,9,TOP,20.5865
5357,ZAF,C,LLS,TOT,587,2012,2012,8,9,ANT,0.04
5357,ZAF,C,LLS,TOT,587,2012,2012,8,9,GRV,1.573
5357,ZAF,C,LLS,TOT,587,2012,2012,8,9,TOP,7.1098
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,ANT,0.68
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,CUX,0.0002
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,GGW,0.0003
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,GRV,8.333
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,SRX,4.005
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,STF,0.273
5187,AUS,C,LLS,TOT,5852,2012,2012,9,9,TOP,127.939
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,ATX,0.028
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,BEA,0.668
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,BMU,0.1
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,BYR,0.086
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,CEP,0.0005
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,CNI,0.154
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,GGW,0.027
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,LIC,7.329
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,NOS,3.172
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,OCT,0.011
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,OEQ,0.006
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,OWP,0.0024
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,PFR,0.0044
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,STF,0.03
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,TOP,223.406617
5191,AUS,C,OTB,TOT,5852,2012,2012,9,9,WGR,0.003
5375,FRA,C,LLS,TOT,5851,2012,2012,9,8,ANT,3.353
5375,FRA,C,LLS,TOT,5851,2012,2012,9,8,MCC,92.576
5375,FRA,C,LLS,TOT,5851,2012,2012,9,8,RAJ,46.431
5375,FRA,C,LLS,TOT,5851,2012,2012,9,8,TOP,845.131
5251,KOR,C,OTM,KRI,483,2012,2012,9,10,ANI,0.0003
5251,KOR,C,OTM,KRI,483,2012,2012,9,10,KRI,1987.56
5251,KOR,C,OTM,KRI,483,2012,2012,9,10,NOL,0.0007
5299,NOR,C,OTM,KRI,483,2012,2012,9,11,KRI,3599.39
5303,NOR,C,TMB,KRI,483,2012,2012,9,11,KRI,4420.881
5346,ZAF,C,LLS,TOT,587,2012,2012,9,8,ANT,0.106
5346,ZAF,C,LLS,TOT,587,2012,2012,9,8,GRV,0.358
5346,ZAF,C,LLS,TOT,587,2012,2012,9,8,KCX,0.002
5346,ZAF,C,LLS,TOT,587,2012,2012,9,8,SRX,0.043
5346,ZAF,C,LLS,TOT,587,2012,2012,9,8,TOP,4.6422
5353,ZAF,C,LLS,TOT,587,2012,2012,9,8,ANT,0.033
5353,ZAF,C,LLS,TOT,587,2012,2012,9,8,GRV,1.055
5353,ZAF,C,LLS,TOT,587,2012,2012,9,8,SRX,0.186
5353,ZAF,C,LLS,TOT,587,2012,2012,9,8,TOP,33.99
5350,ZAF,C,LLS,TOT,587,2012,2012,9,9,GRV,0.131
5350,ZAF,C,LLS,TOT,587,2012,2012,9,9,TOP,0.6992
5358,ZAF,C,LLS,TOT,587,2012,2012,9,9,ANT,0.122
5358,ZAF,C,LLS,TOT,587,2012,2012,9,9,GRV,0.551
5358,ZAF,C,LLS,TOT,587,2012,2012,9,9,TOP,8.7615
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,ANT,1.055
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,ATX,0.0009
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,CUX,0.0004
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,ETF,0.013
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,GGW,0.0005
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,GRV,19.071
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,NOX,0.0039
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,OCT,0.007
5188,AUS,C,LLS,TOT,5852,2012,2012,10,9,SRX,1.703
