year,taxon_code,flag_country_code,flag_country,exporting_country_code,exporting_country,unlading_country_code,unlading_country,reexport_yes_no,exported_product_weight_tonne
2000,TOA,NZL,New Zealand,NZL,New Zealand,JPN,Japan,N,351.32
2000,TOA,NZL,New Zealand,NZL,New Zealand,SGP,Singapore,N,5.1
2000,TOA,NZL,New Zealand,NZL,New Zealand,USA,United States of America,N,48.08
2000,TOP,ARG,Argentina,ARG,Argentina,CHL,Chile,N,147.81
2000,TOP,ARG,Argentina,ARG,Argentina,CHN,China,N,309.78
2000,TOP,ARG,Argentina,ARG,Argentina,ESP,Spain,N,121.14
2000,TOP,ARG,Argentina,ARG,Argentina,JPN,Japan,N,1195.32
2000,TOP,ARG,Argentina,ARG,Argentina,USA,United States of America,N,428.03
2000,TOP,ARG,Argentina,ESP,Spain,JPN,Japan,Y,74.41
2000,TOP,AUS,Australia,,,JPN,Japan,Y,161.2
2000,TOP,AUS,Australia,AUS,Australia,CHN,China,N,912.72
2000,TOP,AUS,Australia,AUS,Australia,JPN,Japan,N,1479.6
2000,TOP,AUS,Australia,AUS,Australia,KOR,"Korea, Republic of",N,10.06
2000,TOP,AUS,Australia,AUS,Australia,PHL,Philippines,N,9.02
2000,TOP,AUS,Australia,AUS,Australia,USA,United States of America,N,8.47
2000,TOP,AUS,Australia,CHN,China,JPN,Japan,Y,117.38
2000,TOP,AUS,Australia,MUS,Mauritius,CHN,China,N,337
2000,TOP,AUS,Australia,MUS,Mauritius,JPN,Japan,N,156.55
2000,TOP,CHL,Chile,,,UNK,Unknown,Y,0.95
2000,TOP,CHL,Chile,CHL,Chile,ARG,Argentina,N,1.78
2000,TOP,CHL,Chile,CHL,Chile,BRA,Brazil,N,15
2000,TOP,CHL,Chile,CHL,Chile,CAN,Canada,N,53.6
2000,TOP,CHL,Chile,CHL,Chile,CHN,China,N,617.15
2000,TOP,CHL,Chile,CHL,Chile,ESP,Spain,N,0.2
2000,TOP,CHL,Chile,CHL,Chile,GBR,United Kingdom,N,0.02
2000,TOP,CHL,Chile,CHL,Chile,JPN,Japan,N,1242.36
2000,TOP,CHL,Chile,CHL,Chile,USA,United States of America,N,1938
2000,TOP,CHL,Chile,CHN,China,JPN,Japan,Y,23.2
2000,TOP,CHL,Chile,CHN,China,USA,United States of America,Y,28.2
2000,TOP,CHL,Chile,NAM,Namibia,JPN,Japan,N,24.49
2000,TOP,CHL,Chile,NAM,Namibia,JPN,Japan,Y,13.03
2000,TOP,CHL,Chile,NAM,Namibia,USA,United States of America,N,185.38
2000,TOP,CHL,Chile,USA,United States of America,JPN,Japan,Y,5.65
2000,TOP,ESP,Spain,CHL,Chile,JPN,Japan,Y,180.7
2000,TOP,ESP,Spain,CHL,Chile,KOR,"Korea, Republic of",Y,23.5
2000,TOP,ESP,Spain,ESP,Spain,JPN,Japan,N,222.89
2000,TOP,ESP,Spain,ESP,Spain,NAM,Namibia,N,14.64
2000,TOP,ESP,Spain,URY,Uruguay,CHL,Chile,N,325.62
2000,TOP,ESP,Spain,URY,Uruguay,JPN,Japan,N,54.5
2000,TOP,ESP,Spain,URY,Uruguay,SGP,Singapore,N,24.56
2000,TOP,ESP,Spain,URY,Uruguay,USA,United States of America,N,104.92
2000,TOP,FRA,France,CHN,China,JPN,Japan,Y,186.59
2000,TOP,FRA,France,CHN,China,USA,United States of America,Y,19.99
2000,TOP,FRA,France,FRA,France,CHN,China,N,435.2
2000,TOP,FRA,France,FRA,France,FRA,France,N,10.63
2000,TOP,FRA,France,FRA,France,GBR,United Kingdom,N,20.18
2000,TOP,FRA,France,FRA,France,JPN,Japan,N,2045.14
2000,TOP,FRA,France,FRA,France,KOR,"Korea, Republic of",N,2.66
2000,TOP,FRA,France,FRA,France,THA,Thailand,N,10.28
2000,TOP,FRA,France,FRA,France,USA,United States of America,N,285.05
2000,TOP,FRA,France,ZAF,South Africa,JPN,Japan,N,36.41
2000,TOP,FRA,France,ZAF,South Africa,USA,United States of America,N,33.42
2000,TOP,GBR,United Kingdom,CHL,Chile,JPN,Japan,Y,114.98
2000,TOP,GBR,United Kingdom,CHN,China,JPN,Japan,Y,222.96
2000,TOP,GBR,United Kingdom,CHN,China,UNK,Unknown,Y,24.7
2000,TOP,GBR,United Kingdom,CHN,China,USA,United States of America,Y,283.74
2000,TOP,GBR,United Kingdom,ESP,Spain,JPN,Japan,N,8.46
2000,TOP,GBR,United Kingdom,ESP,Spain,UNK,Unknown,Y,136.17
2000,TOP,GBR,United Kingdom,ESP,Spain,USA,United States of America,N,55.93
2000,TOP,GBR,United Kingdom,URY,Uruguay,CHL,Chile,N,104.53
2000,TOP,GBR,United Kingdom,URY,Uruguay,CHN,China,N,637.09
2000,TOP,GBR,United Kingdom,URY,Uruguay,JPN,Japan,N,199.97
2000,TOP,GBR,United Kingdom,URY,Uruguay,USA,United States of America,N,426.95
2000,TOP,KOR,"Korea, Republic of",CHL,Chile,JPN,Japan,Y,19.67
2000,TOP,KOR,"Korea, Republic of",CHN,China,USA,United States of America,Y,28
2000,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",CHN,China,N,28.23
2000,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",JPN,Japan,N,553.91
2000,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",TWN,"Taiwan, Province of China",N,33.59
2000,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",USA,United States of America,N,269.54
2000,TOP,KOR,"Korea, Republic of",MUS,Mauritius,CHL,Chile,N,76.03
2000,TOP,KOR,"Korea, Republic of",MUS,Mauritius,SGP,Singapore,N,20
2000,TOP,KOR,"Korea, Republic of",MUS,Mauritius,URY,Uruguay,N,22.51
2000,TOP,KOR,"Korea, Republic of",MUS,Mauritius,USA,United States of America,N,52.85
2000,TOP,NZL,New Zealand,NZL,New Zealand,JPN,Japan,N,4.65
2000,TOP,PER,Peru,CHL,Chile,JPN,Japan,Y,7.22
2000,TOP,PER,Peru,PER,Peru,CHL,Chile,N,17.78
2000,TOP,PER,Peru,PER,Peru,ESP,Spain,N,8.37
2000,TOP,PER,Peru,PER,Peru,USA,United States of America,N,74.14
2000,TOP,RUS,Russian Federation,SGP,Singapore,CHN,China,N,576.86
2000,TOP,SYC,Seychelles,MUS,Mauritius,CHN,China,N,338.71
2000,TOP,SYC,Seychelles,MUS,Mauritius,JPN,Japan,N,568.51
2000,TOP,SYC,Seychelles,MUS,Mauritius,USA,United States of America,N,132.89
2000,TOP,UKR,Ukraine,NAM,Namibia,JPN,Japan,N,137.88
2000,TOP,URY,Uruguay,CHL,Chile,JPN,Japan,Y,107.69
2000,TOP,URY,Uruguay,CHN,China,JPN,Japan,Y,489.09
2000,TOP,URY,Uruguay,CHN,China,USA,United States of America,Y,56.57
2000,TOP,URY,Uruguay,MUS,Mauritius,CHL,Chile,N,97.91
2000,TOP,URY,Uruguay,MUS,Mauritius,CHN,China,N,25.33
2000,TOP,URY,Uruguay,MUS,Mauritius,JPN,Japan,N,395.69
2000,TOP,URY,Uruguay,MUS,Mauritius,SGP,Singapore,N,22.99
2000,TOP,URY,Uruguay,MUS,Mauritius,USA,United States of America,N,199.92
2000,TOP,URY,Uruguay,NAM,Namibia,CHL,Chile,N,130.01
2000,TOP,URY,Uruguay,NAM,Namibia,JPN,Japan,N,24.4
2000,TOP,URY,Uruguay,NAM,Namibia,USA,United States of America,N,50.38
2000,TOP,URY,Uruguay,URY,Uruguay,CAN,Canada,N,22.68
2000,TOP,URY,Uruguay,URY,Uruguay,CHL,Chile,N,11.38
2000,TOP,URY,Uruguay,URY,Uruguay,CHN,China,N,569.48
2000,TOP,URY,Uruguay,URY,Uruguay,JPN,Japan,N,138.06
2000,TOP,URY,Uruguay,URY,Uruguay,USA,United States of America,N,193.44
2000,TOP,URY,Uruguay,ZAF,South Africa,JPN,Japan,N,55
2000,TOP,URY,Uruguay,ZAF,South Africa,USA,United States of America,N,22.75
2000,TOP,URY,Uruguay,ZAF,South Africa,USA,United States of America,Y,22.75
2000,TOP,ZAF,South Africa,CHL,Chile,JPN,Japan,Y,29.95
2000,TOP,ZAF,South Africa,URY,Uruguay,CHL,Chile,N,43.77
2000,TOP,ZAF,South Africa,URY,Uruguay,JPN,Japan,N,36.36
2000,TOP,ZAF,South Africa,URY,Uruguay,JPN,Japan,Y,43.77
2000,TOP,ZAF,South Africa,URY,Uruguay,USA,United States of America,N,74.81
2000,TOP,ZAF,South Africa,ZAF,South Africa,CAN,Canada,N,34.54
2000,TOP,ZAF,South Africa,ZAF,South Africa,JPN,Japan,N,168.26
2000,TOP,ZAF,South Africa,ZAF,South Africa,SGP,Singapore,N,12.89
2000,TOP,ZAF,South Africa,ZAF,South Africa,TWN,"Taiwan, Province of China",N,60.46
2000,TOP,ZAF,South Africa,ZAF,South Africa,USA,United States of America,N,296.18
2001,TOA,NZL,New Zealand,NZL,New Zealand,AUS,Australia,N,0.01
2001,TOA,NZL,New Zealand,NZL,New Zealand,CHN,China,N,7.89
2001,TOA,NZL,New Zealand,NZL,New Zealand,ESP,Spain,N,0.01
2001,TOA,NZL,New Zealand,NZL,New Zealand,JPN,Japan,N,19.16
2001,TOA,NZL,New Zealand,NZL,New Zealand,TWN,"Taiwan, Province of China",N,98.16
2001,TOA,NZL,New Zealand,NZL,New Zealand,USA,United States of America,N,230.52
2001,TOA,ZAF,South Africa,ZAF,South Africa,USA,United States of America,N,13.27
2001,TOP,ARG,Argentina,,,USA,United States of America,Y,0.07
2001,TOP,ARG,Argentina,ARG,Argentina,CHN,China,N,357.57
2001,TOP,ARG,Argentina,ARG,Argentina,ESP,Spain,N,194.27
2001,TOP,ARG,Argentina,ARG,Argentina,JPN,Japan,N,1395.66
2001,TOP,ARG,Argentina,ARG,Argentina,KOR,"Korea, Republic of",N,224.97
2001,TOP,ARG,Argentina,ARG,Argentina,USA,United States of America,N,927.22
2001,TOP,ARG,Argentina,CHL,Chile,JPN,Japan,Y,172.65
2001,TOP,ARG,Argentina,CHN,China,JPN,Japan,Y,116.67
2001,TOP,ARG,Argentina,ESP,Spain,JPN,Japan,Y,125.67
2001,TOP,ARG,Argentina,JPN,Japan,KOR,"Korea, Republic of",Y,2.6
2001,TOP,AUS,Australia,,,JPN,Japan,Y,168.02
2001,TOP,AUS,Australia,AUS,Australia,CHN,China,N,979.94
2001,TOP,AUS,Australia,AUS,Australia,JPN,Japan,N,714.56
2001,TOP,AUS,Australia,AUS,Australia,KOR,"Korea, Republic of",N,18.24
2001,TOP,AUS,Australia,AUS,Australia,SGP,Singapore,N,132.18
2001,TOP,AUS,Australia,CHN,China,JPN,Japan,Y,557.53
2001,TOP,AUS,Australia,CHN,China,KOR,"Korea, Republic of",Y,5.88
2001,TOP,AUS,Australia,CHN,China,USA,United States of America,Y,16.97
2001,TOP,AUS,Australia,JPN,Japan,JPN,Japan,Y,0.29
2001,TOP,AUS,Australia,JPN,Japan,KOR,"Korea, Republic of",Y,34.39
2001,TOP,AUS,Australia,MUS,Mauritius,CHN,China,N,597.93
2001,TOP,AUS,Australia,MUS,Mauritius,JPN,Japan,N,449.71
2001,TOP,AUS,Australia,SGP,Singapore,USA,United States of America,Y,10.7
2001,TOP,CHL,Chile,,,JPN,Japan,Y,2.86
2001,TOP,CHL,Chile,,,UNK,Unknown,Y,15.61
2001,TOP,CHL,Chile,CHL,Chile,BEL,Belgium,N,1.26
2001,TOP,CHL,Chile,CHL,Chile,BRA,Brazil,N,5.33
2001,TOP,CHL,Chile,CHL,Chile,CAN,Canada,N,98.76
2001,TOP,CHL,Chile,CHL,Chile,CHN,China,N,164.53
2001,TOP,CHL,Chile,CHL,Chile,COL,Colombia,N,1
2001,TOP,CHL,Chile,CHL,Chile,ESP,Spain,N,5.68
2001,TOP,CHL,Chile,CHL,Chile,FRA,France,N,0
2001,TOP,CHL,Chile,CHL,Chile,GBR,United Kingdom,N,3.51
2001,TOP,CHL,Chile,CHL,Chile,JPN,Japan,N,1951.7
2001,TOP,CHL,Chile,CHL,Chile,KOR,"Korea, Republic of",N,39.51
2001,TOP,CHL,Chile,CHL,Chile,MEX,Mexico,N,5.08
2001,TOP,CHL,Chile,CHL,Chile,MYS,Malaysia,N,3.46
2001,TOP,CHL,Chile,CHL,Chile,PRT,Portugal,N,1
2001,TOP,CHL,Chile,CHL,Chile,SGP,Singapore,N,66.6
2001,TOP,CHL,Chile,CHL,Chile,TWN,"Taiwan, Province of China",N,0.2
2001,TOP,CHL,Chile,CHL,Chile,USA,United States of America,N,3789.61
2001,TOP,CHL,Chile,CHN,China,JPN,Japan,Y,254.67
2001,TOP,CHL,Chile,USA,United States of America,JPN,Japan,Y,2.27
2001,TOP,ESP,Spain,CHN,China,JPN,Japan,Y,25.45
2001,TOP,ESP,Spain,ESP,Spain,CHN,China,N,15.36
2001,TOP,ESP,Spain,ESP,Spain,GBR,United Kingdom,N,40.34
2001,TOP,ESP,Spain,ESP,Spain,JPN,Japan,N,125.68
2001,TOP,ESP,Spain,ESP,Spain,JPN,Japan,Y,5.86
2001,TOP,ESP,Spain,ESP,Spain,SGP,Singapore,N,45.2
2001,TOP,ESP,Spain,ESP,Spain,USA,United States of America,N,33.73
2001,TOP,ESP,Spain,URY,Uruguay,CHN,China,N,82.81
2001,TOP,ESP,Spain,URY,Uruguay,JPN,Japan,N,43.88
2001,TOP,ESP,Spain,URY,Uruguay,MYS,Malaysia,N,25.88
2001,TOP,ESP,Spain,URY,Uruguay,SGP,Singapore,N,79.07
2001,TOP,ESP,Spain,URY,Uruguay,USA,United States of America,N,93.18
2001,TOP,ESP,Spain,ZAF,South Africa,JPN,Japan,N,131.11
2001,TOP,ESP,Spain,ZAF,South Africa,USA,United States of America,N,88.78
2001,TOP,FRA,France,CHN,China,JPN,Japan,Y,515
2001,TOP,FRA,France,FRA,France,CAN,Canada,N,20.48
2001,TOP,FRA,France,FRA,France,CHN,China,N,909.03
2001,TOP,FRA,France,FRA,France,FRA,France,N,47.22
2001,TOP,FRA,France,FRA,France,GBR,United Kingdom,N,81.9
2001,TOP,FRA,France,FRA,France,IDN,Indonesia,N,13.58
2001,TOP,FRA,France,FRA,France,JPN,Japan,N,1399.54
2001,TOP,FRA,France,FRA,France,SGP,Singapore,N,90.23
2001,TOP,FRA,France,FRA,France,THA,Thailand,N,24.01
2001,TOP,FRA,France,FRA,France,TWN,"Taiwan, Province of China",N,22.74
2001,TOP,FRA,France,FRA,France,USA,United States of America,N,806.03
2001,TOP,FRA,France,JPN,Japan,CHN,China,Y,3.1
2001,TOP,FRA,France,JPN,Japan,KOR,"Korea, Republic of",Y,0.63
2001,TOP,FRA,France,KOR,"Korea, Republic of",NLD,Netherlands,Y,1.2
2001,TOP,FRA,France,SGP,Singapore,JPN,Japan,Y,7.01
2001,TOP,FRA,France,SGP,Singapore,USA,United States of America,Y,11.02
2001,TOP,GBR,United Kingdom,CHL,Chile,JPN,Japan,Y,100
2001,TOP,GBR,United Kingdom,CHL,Chile,USA,United States of America,Y,2.28
2001,TOP,GBR,United Kingdom,CHN,China,JPN,Japan,Y,56.54
2001,TOP,GBR,United Kingdom,CHN,China,USA,United States of America,Y,104.36
2001,TOP,GBR,United Kingdom,ESP,Spain,CHN,China,N,5.41
2001,TOP,GBR,United Kingdom,ESP,Spain,JPN,Japan,N,46.16
2001,TOP,GBR,United Kingdom,ESP,Spain,JPN,Japan,Y,15.08
2001,TOP,GBR,United Kingdom,ESP,Spain,USA,United States of America,N,29.49
2001,TOP,GBR,United Kingdom,ESP,Spain,USA,United States of America,Y,50.5
2001,TOP,GBR,United Kingdom,GBR,United Kingdom,ESP,Spain,N,73.53
2001,TOP,GBR,United Kingdom,GBR,United Kingdom,JPN,Japan,N,47.52
2001,TOP,GBR,United Kingdom,GBR,United Kingdom,URY,Uruguay,N,92.67
2001,TOP,GBR,United Kingdom,URY,Uruguay,CAN,Canada,N,15.75
2001,TOP,GBR,United Kingdom,URY,Uruguay,CHL,Chile,N,37.95
2001,TOP,GBR,United Kingdom,URY,Uruguay,CHL,Chile,Y,110.48
2001,TOP,GBR,United Kingdom,URY,Uruguay,CHN,China,N,104.18
2001,TOP,GBR,United Kingdom,URY,Uruguay,ESP,Spain,N,71.45
2001,TOP,GBR,United Kingdom,URY,Uruguay,JPN,Japan,N,333.11
2001,TOP,GBR,United Kingdom,URY,Uruguay,SGP,Singapore,N,64.92
2001,TOP,GBR,United Kingdom,URY,Uruguay,USA,United States of America,N,536.88
2001,TOP,GBR,United Kingdom,URY,Uruguay,USA,United States of America,Y,35.01
2001,TOP,GBR,United Kingdom,USA,United States of America,JPN,Japan,Y,2.99
2001,TOP,KOR,"Korea, Republic of",CHL,Chile,JPN,Japan,Y,63.82
2001,TOP,KOR,"Korea, Republic of",CHL,Chile,USA,United States of America,Y,0
2001,TOP,KOR,"Korea, Republic of",CHN,China,JPN,Japan,Y,19.91
2001,TOP,KOR,"Korea, Republic of",JPN,Japan,USA,United States of America,Y,34.98
2001,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",BEL,Belgium,N,8.7
2001,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",CAN,Canada,N,106.31
2001,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",CHN,China,N,423.94
2001,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",JPN,Japan,N,680.02
2001,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",MYS,Malaysia,N,35.34
2001,TOP,KOR,"Korea, Republic of",KOR,"Korea, Republic of",USA,United States of America,N,829.22
2001,TOP,KOR,"Korea, Republic of",MUS,Mauritius,CHL,Chile,N,9.09
2001,TOP,KOR,"Korea, Republic of",MUS,Mauritius,CHN,China,N,11.46
2001,TOP,KOR,"Korea, Republic of",MUS,Mauritius,JPN,Japan,N,107.53
2001,TOP,KOR,"Korea, Republic of",MUS,Mauritius,THA,Thailand,N,12
2001,TOP,KOR,"Korea, Republic of",MUS,Mauritius,TWN,"Taiwan, Province of China",N,13.76
2001,TOP,KOR,"Korea, Republic of",SGP,Singapore,USA,United States of America,Y,20
2001,TOP,NZL,New Zealand,NZL,New Zealand,JPN,Japan,N,1.08
2001,TOP,NZL,New Zealand,NZL,New Zealand,SGP,Singapore,N,0.01
2001,TOP,NZL,New Zealand,NZL,New Zealand,TWN,"Taiwan, Province of China",N,3.39
2001,TOP,NZL,New Zealand,NZL,New Zealand,USA,United States of America,N,61.74
2001,TOP,PER,Peru,PER,Peru,USA,United States of America,N,117.85
2001,TOP,RUS,Russian Federation,CHN,China,JPN,Japan,Y,1070.1
2001,TOP,RUS,Russian Federation,IDN,Indonesia,CHN,China,N,1079.81
2001,TOP,RUS,Russian Federation,IDN,Indonesia,USA,United States of America,N,62.07
2001,TOP,RUS,Russian Federation,MUS,Mauritius,CHN,China,N,484.27
2001,TOP,RUS,Russian Federation,URY,Uruguay,CHN,China,N,13.52
2001,TOP,RUS,Russian Federation,URY,Uruguay,USA,United States of America,N,18.98
2001,TOP,RUS,Russian Federation,ZAF,South Africa,CHN,China,N,67.5
2001,TOP,RUS,Russian Federation,ZAF,South Africa,USA,United States of America,N,21.89
2001,TOP,SYC,Seychelles,CHN,China,JPN,Japan,Y,106.61
2001,TOP,SYC,Seychelles,CHN,China,USA,United States of America,Y,114.87
2001,TOP,SYC,Seychelles,MUS,Mauritius,CAN,Canada,N,21.55
2001,TOP,SYC,Seychelles,MUS,Mauritius,CHL,Chile,N,238.13
2001,TOP,SYC,Seychelles,MUS,Mauritius,CHN,China,N,1752.53
2001,TOP,SYC,Seychelles,MUS,Mauritius,JPN,Japan,N,1022.24
2001,TOP,SYC,Seychelles,MUS,Mauritius,SGP,Singapore,N,174.21
2001,TOP,SYC,Seychelles,MUS,Mauritius,URY,Uruguay,N,13.97
2001,TOP,SYC,Seychelles,MUS,Mauritius,USA,United States of America,N,990.11
2001,TOP,UKR,Ukraine,NAM,Namibia,JPN,Japan,N,37.7
2001,TOP,UKR,Ukraine,URY,Uruguay,CHN,China,N,23.59
2001,TOP,UKR,Ukraine,URY,Uruguay,JPN,Japan,N,84.47
2001,TOP,URY,Uruguay,CHL,Chile,JPN,Japan,Y,206.34
2001,TOP,URY,Uruguay,CHL,Chile,KOR,"Korea, Republic of",Y,23.8
2001,TOP,URY,Uruguay,CHL,Chile,USA,United States of America,Y,21
2001,TOP,URY,Uruguay,CHN,China,JPN,Japan,Y,553.83
2001,TOP,URY,Uruguay,CHN,China,USA,United States of America,Y,58.45
2001,TOP,URY,Uruguay,JPN,Japan,KOR,"Korea, Republic of",Y,10.23
2001,TOP,URY,Uruguay,MUS,Mauritius,CHL,Chile,N,74.07
2001,TOP,URY,Uruguay,MUS,Mauritius,CHN,China,N,616.87
2001,TOP,URY,Uruguay,MUS,Mauritius,JPN,Japan,N,1043.1
2001,TOP,URY,Uruguay,MUS,Mauritius,MYS,Malaysia,N,27.74
2001,TOP,URY,Uruguay,MUS,Mauritius,SGP,Singapore,N,163.5
2001,TOP,URY,Uruguay,MUS,Mauritius,USA,United States of America,N,599.03
2001,TOP,URY,Uruguay,NAM,Namibia,CHN,China,N,52.81
2001,TOP,URY,Uruguay,NAM,Namibia,JPN,Japan,N,36.42
2001,TOP,URY,Uruguay,NAM,Namibia,USA,United States of America,N,72.5
2001,TOP,URY,Uruguay,SGP,Singapore,JPN,Japan,Y,36.59
2001,TOP,URY,Uruguay,SGP,Singapore,USA,United States of America,Y,49.89
2001,TOP,URY,Uruguay,URY,Uruguay,CHN,China,N,50.91
2001,TOP,URY,Uruguay,URY,Uruguay,JPN,Japan,N,187.25
2001,TOP,URY,Uruguay,URY,Uruguay,SGP,Singapore,N,51.02
2001,TOP,URY,Uruguay,URY,Uruguay,USA,United States of America,N,227.88
2001,TOP,URY,Uruguay,USA,United States of America,JPN,Japan,Y,4.33
2001,TOP,ZAF,South Africa,URY,Uruguay,JPN,Japan,N,57.85
2001,TOP,ZAF,South Africa,URY,Uruguay,SGP,Singapore,N,25.1
2001,TOP,ZAF,South Africa,URY,Uruguay,USA,United States of America,N,41.15
2001,TOP,ZAF,South Africa,ZAF,South Africa,CHN,China,N,16.01
2001,TOP,ZAF,South Africa,ZAF,South Africa,JPN,Japan,N,214.38
2001,TOP,ZAF,South Africa,ZAF,South Africa,NAM,Namibia,N,31.72
2001,TOP,ZAF,South Africa,ZAF,South Africa,SGP,Singapore,N,12.31
2001,TOP,ZAF,South Africa,ZAF,South Africa,USA,United States of America,N,295.07
2001,TOP,ZAF,South Africa,ZAF,South Africa,USA,United States of America,Y,16.84
2002,TOA,CHL,Chile,CHL,Chile,USA,United States of America,N,8.1
2002,TOA,NZL,New Zealand,NZL,New Zealand,CHN,China,N,17.88
2002,TOA,NZL,New Zealand,NZL,New Zealand,GBR,United Kingdom,N,20.62
2002,TOA,NZL,New Zealand,NZL,New Zealand,JPN,Japan,N,9.8
2002,TOA,NZL,New Zealand,NZL,New Zealand,SGP,Singapore,N,3.46
2002,TOA,NZL,New Zealand,NZL,New Zealand,TWN,"Taiwan, Province of China",N,67.02
2002,TOA,NZL,New Zealand,NZL,New Zealand,USA,United States of America,N,705.43
2002,TOP,ARG,Argentina,ARG,Argentina,CHN,China,N,85.76
2002,TOP,ARG,Argentina,ARG,Argentina,ESP,Spain,N,405.16
2002,TOP,ARG,Argentina,ARG,Argentina,JPN,Japan,N,1463.77
2002,TOP,ARG,Argentina,ARG,Argentina,KOR,"Korea, Republic of",N,52.06
2002,TOP,ARG,Argentina,ARG,Argentina,MYS,Malaysia,N,2.52
2002,TOP,ARG,Argentina,ARG,Argentina,NZL,New Zealand,N,1.76
2002,TOP,ARG,Argentina,ARG,Argentina,USA,United States of America,N,1066.05
2002,TOP,ARG,Argentina,CHN,China,JPN,Japan,Y,126.6
2002,TOP,ARG,Argentina,ESP,Spain,CHN,China,Y,11.97
2002,TOP,ARG,Argentina,ESP,Spain,JPN,Japan,Y,269.24
2002,TOP,AUS,Australia,AUS,Australia,CHN,China,N,1082.05
2002,TOP,AUS,Australia,AUS,Australia,CHN,China,Y,9.89
2002,TOP,AUS,Australia,AUS,Australia,JPN,Japan,N,653.54
2002,TOP,AUS,Australia,AUS,Australia,KOR,"Korea, Republic of",N,9.85
2002,TOP,AUS,Australia,AUS,Australia,MYS,Malaysia,N,2.33
2002,TOP,AUS,Australia,AUS,Australia,SGP,Singapore,N,154.98
2002,TOP,AUS,Australia,AUS,Australia,USA,United States of America,N,0.17
2002,TOP,AUS,Australia,CHN,China,JPN,Japan,Y,546.29
2002,TOP,AUS,Australia,JPN,Japan,KOR,"Korea, Republic of",Y,2.2
2002,TOP,AUS,Australia,MUS,Mauritius,AUS,Australia,N,16.89
2002,TOP,AUS,Australia,MUS,Mauritius,CHN,China,N,637.47
2002,TOP,AUS,Australia,MUS,Mauritius,JPN,Japan,N,577.79
2002,TOP,AUS,Australia,SGP,Singapore,JPN,Japan,Y,14.35
2002,TOP,CHL,Chile,,,USA,United States of America,Y,23
2002,TOP,CHL,Chile,CHL,Chile,CAN,Canada,N,96.63
2002,TOP,CHL,Chile,CHL,Chile,CHN,China,N,400.51
2002,TOP,CHL,Chile,CHL,Chile,DEU,Germany,N,3.16
2002,TOP,CHL,Chile,CHL,Chile,DNK,Denmark,N,0.55
2002,TOP,CHL,Chile,CHL,Chile,FRA,France,N,1.5
2002,TOP,CHL,Chile,CHL,Chile,GBR,United Kingdom,N,4
2002,TOP,CHL,Chile,CHL,Chile,ITA,Italy,N,0.93
2002,TOP,CHL,Chile,CHL,Chile,JPN,Japan,N,1242.92
2002,TOP,CHL,Chile,CHL,Chile,KOR,"Korea, Republic of",N,196.04
2002,TOP,CHL,Chile,CHL,Chile,MEX,Mexico,N,16.48
2002,TOP,CHL,Chile,CHL,Chile,MYS,Malaysia,N,1
2002,TOP,CHL,Chile,CHL,Chile,SGP,Singapore,N,71.3
2002,TOP,CHL,Chile,CHL,Chile,TWN,"Taiwan, Province of China",N,38.93
2002,TOP,CHL,Chile,CHL,Chile,USA,United States of America,N,3225.39
2002,TOP,CHL,Chile,CHN,China,USA,United States of America,Y,64.7
2002,TOP,CHL,Chile,USA,United States of America,JPN,Japan,Y,11.57
2002,TOP,ESP,Spain,CHN,China,JPN,Japan,Y,18.08
2002,TOP,ESP,Spain,ESP,Spain,CHN,China,N,54.69
2002,TOP,ESP,Spain,ESP,Spain,GBR,United Kingdom,N,20.08
2002,TOP,ESP,Spain,ESP,Spain,JPN,Japan,N,46.88
2002,TOP,ESP,Spain,ESP,Spain,KOR,"Korea, Republic of",N,19.73
2002,TOP,ESP,Spain,ESP,Spain,TWN,"Taiwan, Province of China",N,65.09
2002,TOP,ESP,Spain,ESP,Spain,UKR,Ukraine,N,2.3
2002,TOP,ESP,Spain,URY,Uruguay,CHN,China,N,46.36
2002,TOP,ESP,Spain,URY,Uruguay,JPN,Japan,N,81.48
2002,TOP,ESP,Spain,URY,Uruguay,SGP,Singapore,N,173.59
2002,TOP,ESP,Spain,URY,Uruguay,USA,United States of America,N,97.64
2002,TOP,ESP,Spain,ZAF,South Africa,ESP,Spain,N,4.36
2002,TOP,ESP,Spain,ZAF,South Africa,USA,United States of America,N,14.39
2002,TOP,FRA,France,CHN,China,JPN,Japan,Y,359.11
2002,TOP,FRA,France,FRA,France,CAN,Canada,N,28.55
2002,TOP,FRA,France,FRA,France,CHN,China,N,548.24
2002,TOP,FRA,France,FRA,France,FRA,France,N,34.91
2002,TOP,FRA,France,FRA,France,GBR,United Kingdom,N,17.99
2002,TOP,FRA,France,FRA,France,JPN,Japan,N,2143
2002,TOP,FRA,France,FRA,France,MUS,Mauritius,N,15.69
2002,TOP,FRA,France,FRA,France,MYS,Malaysia,N,23.91
